"id","Model","R2","MAE","RMSE","Dataset.seed","Training.seed","Threshold.scope","Imputation.scope"
1,"monmlp",0.01135937184132,17.8313286556363,21.2666722571848,1,1,"full_before_split","split_separate"
2,"monmlp",1.40554286936753e-07,18.1938931203178,22.093103232188,2,1,"full_before_split","split_separate"
3,"monmlp",0.0142133461641446,17.4624869044424,20.6237549585645,3,1,"full_before_split","split_separate"
4,"monmlp",0.000555344672278469,19.0573914258097,22.4116637964947,4,1,"full_before_split","split_separate"
5,"monmlp",0.00119750603703182,18.210003014021,21.3588873865844,5,1,"full_before_split","split_separate"
6,"monmlp",0.00672308076508969,18.8114272973443,21.6674428997497,6,1,"full_before_split","split_separate"
7,"monmlp",0.000894810531052025,18.9408330939333,22.0620265281219,7,1,"full_before_split","split_separate"
8,"monmlp",9.07228238975605e-05,17.8229834561099,21.6231405524648,8,1,"full_before_split","split_separate"
9,"monmlp",0.00732489567317696,17.8503565114783,20.8821402579826,9,1,"full_before_split","split_separate"
10,"monmlp",0.00207429555245236,19.122286670648,21.9155155481042,10,1,"full_before_split","split_separate"
11,"monmlp",0.000811970139590876,18.5365532166257,22.10629325622,11,1,"full_before_split","split_separate"
12,"monmlp",0.000642253531983061,18.6768909713414,22.222548999165,12,1,"full_before_split","split_separate"
13,"monmlp",0.0165859069618423,18.3202930473469,21.3454096467574,13,1,"full_before_split","split_separate"
14,"monmlp",0.000482254123359341,17.8082827828633,21.1076284301684,14,1,"full_before_split","split_separate"
15,"monmlp",0.000157972558250347,19.0559630128985,21.9532739194583,15,1,"full_before_split","split_separate"
16,"monmlp",0.00113108821574737,18.4881824998765,22.060309253578,16,1,"full_before_split","split_separate"
17,"monmlp",0.00275528265356217,17.8631762125994,21.0902470267572,17,1,"full_before_split","split_separate"
18,"monmlp",0.0113809635582642,18.492181804241,21.8583193420369,18,1,"full_before_split","split_separate"
19,"monmlp",0.0129083700895033,17.4855133146947,20.7781300815407,19,1,"full_before_split","split_separate"
20,"monmlp",0.00303993875296476,17.9436663162865,21.3034459764411,20,1,"full_before_split","split_separate"
21,"monmlp",0.0102997364982782,17.7720967173695,21.1347677053347,21,1,"full_before_split","split_separate"
22,"monmlp",0.0163716186925615,18.5019158769771,22.3111351900435,22,1,"full_before_split","split_separate"
23,"monmlp",0.00333363657960742,17.9503400371457,21.4407990063211,23,1,"full_before_split","split_separate"
24,"monmlp",0.000206434121691794,18.7126735029957,22.1571685044075,24,1,"full_before_split","split_separate"
25,"monmlp",0.00898251666143872,18.2840194927121,21.2976867416233,25,1,"full_before_split","split_separate"
26,"monmlp",0.00359336376300224,18.1202398075739,21.6147159406259,26,1,"full_before_split","split_separate"
27,"monmlp",0.000496119270264697,18.1045029504643,21.5767672113235,27,1,"full_before_split","split_separate"
28,"monmlp",0.017319576979567,17.9979878370502,21.0736789651555,28,1,"full_before_split","split_separate"
29,"monmlp",8.33537283165569e-05,18.9979691471148,22.2504449156365,29,1,"full_before_split","split_separate"
30,"monmlp",0.0075897082490171,18.3536465750923,21.6138260844931,30,1,"full_before_split","split_separate"
31,"monmlp",0.00274975314546613,18.3050989047843,21.7268241334102,31,1,"full_before_split","split_separate"
32,"monmlp",0.00148384724075475,19.2065525483382,22.0959735883158,32,1,"full_before_split","split_separate"
33,"monmlp",0.0024687867669539,18.057170140197,21.3335804642182,33,1,"full_before_split","split_separate"
34,"monmlp",0.00548885218900786,18.0194180434833,21.5393436705398,34,1,"full_before_split","split_separate"
35,"monmlp",0.00107414925221206,18.2757304354793,21.2916004769146,35,1,"full_before_split","split_separate"
36,"monmlp",0.00248470681886308,18.195848830836,21.9226482221092,36,1,"full_before_split","split_separate"
37,"monmlp",0.00026782200068023,18.5764994787997,22.0157111302397,37,1,"full_before_split","split_separate"
38,"monmlp",0.000853942919790926,18.085145801422,21.8907570722088,38,1,"full_before_split","split_separate"
39,"monmlp",0.0191668703546713,18.1825565600241,21.8399760683921,39,1,"full_before_split","split_separate"
40,"monmlp",0.00918528121112475,18.1075876076266,21.0635166947651,40,1,"full_before_split","split_separate"
41,"monmlp",0.000569793118621191,18.5595622029844,22.180785097514,41,1,"full_before_split","split_separate"
