Model,R2,MAE,RMSE,Dataset.seed,Training.seed,Threshold.scope,Imputation.scope
ppr,0.8950317442,5.582433358,6.893126673,2155,1,full_before_split,split_separate
ppr,0.8921148686,5.439207695,7.142034805,3489,1,full_before_split,split_separate
ppr,0.8816356451,6.195847294,7.725229312,1443,1,full_before_split,split_separate
ppr,0.8798573087,5.934671396,7.351727719,3605,1,full_before_split,split_separate
ppr,0.8784019977,5.852847105,7.584460184,3186,1,full_before_split,split_separate
ppr,0.8775615381,5.832758477,7.403790543,285,1,full_before_split,split_separate
ppr,0.8772428074,5.764010762,7.441818146,3029,1,full_before_split,split_separate
ppr,0.8765472502,5.4704735,7.531139387,1467,1,full_before_split,split_separate
ppr,0.8759146187,5.921265451,7.456167845,496,1,full_before_split,split_separate
ppr,0.8758389222,5.811220085,7.37168312,993,1,full_before_split,split_separate
ppr,0.8756660245,5.809093919,7.344472647,42,1,full_before_split,split_separate
ppr,0.8746387609,6.038024222,7.626439708,785,1,full_before_split,split_separate
ppr,0.8745815392,5.844350925,7.585494342,3828,1,full_before_split,split_separate
ppr,0.8727300162,6.075604099,7.602760619,318,1,full_before_split,split_separate
ppr,0.8722165508,5.73379585,7.377045033,2247,1,full_before_split,split_separate
ppr,0.8714722352,5.964288591,7.631286795,2770,1,full_before_split,split_separate
ppr,0.8712341847,5.95077101,7.766404236,2574,1,full_before_split,split_separate
ppr,0.8695165945,5.813090227,7.462946493,1028,1,full_before_split,split_separate
ppr,0.8694553027,6.090968071,7.547564196,1449,1,full_before_split,split_separate
ppr,0.8693707439,5.926336028,7.523226275,3943,1,full_before_split,split_separate
ppr,0.869329221,5.787182235,7.498041204,404,1,full_before_split,split_separate
ppr,0.8688676872,5.787936164,7.640197988,176,1,full_before_split,split_separate
ppr,0.868764129,5.81768999,7.552954454,1649,1,full_before_split,split_separate
ppr,0.8681839147,5.883341607,7.786955568,331,1,full_before_split,split_separate
ppr,0.8677976754,5.726901982,7.664264408,1961,1,full_before_split,split_separate
ppr,0.8674248355,5.893511688,7.524697269,2456,1,full_before_split,split_separate
ppr,0.8670676915,6.193416676,7.701220643,3162,1,full_before_split,split_separate
ppr,0.8666276395,6.232714437,7.80385629,1254,1,full_before_split,split_separate
ppr,0.8662932329,5.87246617,7.681327066,665,1,full_before_split,split_separate
ppr,0.8659815501,6.125524951,7.838352174,527,1,full_before_split,split_separate
ppr,0.8658878432,6.091706952,7.743618593,2982,1,full_before_split,split_separate
ppr,0.8653492486,6.01569237,7.570030829,2234,1,full_before_split,split_separate
ppr,0.865215984,6.492459451,8.058136782,3528,1,full_before_split,split_separate
ppr,0.864985425,5.834076826,7.612949601,2012,1,full_before_split,split_separate
