Dataset seed,Model seed,Model,R^2,MAE,,,,,,,,IQR,Mean,Mediun
884,1,bagEarthGCV,0.8864415235,5.462921318,,,,,,,,0.01260417001,0.9254004845,0.9256758615
1306,1,bagEarthGCV,0.8895419528,5.3406888,,,,,,,,,,
1981,1,bagEarthGCV,0.8904041898,5.500657668,,,,,,,,,,
2652,1,bagEarthGCV,0.8907606602,5.291518383,,,,,,,,,,
3496,1,bagEarthGCV,0.8917198107,5.05797482,,,,,,,,,,
2181,1,bagEarthGCV,0.8917589289,4.966026227,,,,,,,,,,
3492,1,bagEarthGCV,0.8925405208,5.165952732,,,,,,,,,,
606,1,bagEarthGCV,0.894907594,5.075577093,,,,,,,,,,
1245,1,bagEarthGCV,0.8953122398,5.055428118,,,,,,,,,,
2963,1,bagEarthGCV,0.8957714043,5.227637474,,,,,,,,,,
1569,1,bagEarthGCV,0.895847737,5.077787089,,,,,,,,,,
2808,1,bagEarthGCV,0.8962811013,5.372380805,,,,,,,,,,
995,1,bagEarthGCV,0.89670479,5.106494538,,,,,,,,,,
2091,1,bagEarthGCV,0.8968480657,5.016770594,,,,,,,,,,
1362,1,bagEarthGCV,0.8977615016,5.224464036,,,,,,,,,,
2938,1,bagEarthGCV,0.8978825726,5.282311294,,,,,,,,,,
3435,1,bagEarthGCV,0.8980954975,4.944892946,,,,,,,,,,
921,1,bagEarthGCV,0.8991500817,4.949792005,,,,,,,,,,
2421,1,bagEarthGCV,0.8992294672,5.021338491,,,,,,,,,,
276,1,bagEarthGCV,0.8993458825,5.114234153,,,,,,,,,,
567,1,bagEarthGCV,0.8994211799,5.159171244,,,,,,,,,,
2812,1,bagEarthGCV,0.8994632981,5.150775314,,,,,,,,,,
2302,1,bagEarthGCV,0.8997299667,5.090912662,,,,,,,,,,
3052,1,bagEarthGCV,0.8997329296,5.122513282,,,,,,,,,,
2061,1,bagEarthGCV,0.89981223,4.999801485,,,,,,,,,,
366,1,bagEarthGCV,0.9000546143,4.857116074,,,,,,,,,,
74,1,bagEarthGCV,0.9000614736,5.227355601,,,,,,,,,,
1515,1,bagEarthGCV,0.9000880331,5.017988202,,,,,,,,,,
3118,1,bagEarthGCV,0.9006533262,5.070838317,,,,,,,,,,
1314,1,bagEarthGCV,0.9007874775,4.983281408,,,,,,,,,,
256,1,bagEarthGCV,0.900997903,4.988923056,,,,,,,,,,
3952,1,bagEarthGCV,0.9011815727,4.843854846,,,,,,,,,,
2451,1,bagEarthGCV,0.9012341282,5.054589485,,,,,,,,,,
136,1,bagEarthGCV,0.9012529521,4.879281106,,,,,,,,,,
336,1,bagEarthGCV,0.9012811765,5.117632387,,,,,,,,,,
2325,1,bagEarthGCV,0.9012940673,4.868944029,,,,,,,,,,
2372,1,bagEarthGCV,0.9013169794,5.176797408,,,,,,,,,,
1824,1,bagEarthGCV,0.9013437371,4.967536399,,,,,,,,,,
482,1,bagEarthGCV,0.9013782912,5.217506798,,,,,,,,,,
2643,1,bagEarthGCV,0.9014124399,5.019881477,,,,,,,,,,
1475,1,bagEarthGCV,0.9015268579,4.79991615,,,,,,,,,,
3539,1,bagEarthGCV,0.9016218546,4.890484713,,,,,,,,,,
1466,1,bagEarthGCV,0.9017102737,4.799969078,,,,,,,,,,
2441,1,bagEarthGCV,0.9017883032,5.147877691,,,,,,,,,,
2857,1,bagEarthGCV,0.9018520436,5.102182689,,,,,,,,,,
2414,1,bagEarthGCV,0.9021392153,4.783002005,,,,,,,,,,
1684,1,bagEarthGCV,0.9022088656,4.76463674,,,,,,,,,,
3740,1,bagEarthGCV,0.9022418369,4.956605807,,,,,,,,,,
788,1,bagEarthGCV,0.9022956998,4.882919958,,,,,,,,,,
1391,1,bagEarthGCV,0.902505501,4.882101732,,,,,,,,,,
1002,1,bagEarthGCV,0.9025528798,5.135237948,,,,,,,,,,
2400,1,bagEarthGCV,0.9027905896,4.989688456,,,,,,,,,,
847,1,bagEarthGCV,0.9028299,5.260064497,,,,,,,,,,
3832,1,bagEarthGCV,0.9029873503,4.95183091,,,,,,,,,,
3300,1,bagEarthGCV,0.9030334423,4.780275884,,,,,,,,,,
591,1,bagEarthGCV,0.9031535869,4.966844966,,,,,,,,,,
2163,1,bagEarthGCV,0.9032256554,5.134802108,,,,,,,,,,
1864,1,bagEarthGCV,0.9033579156,4.995619761,,,,,,,,,,
235,1,bagEarthGCV,0.9034515526,4.943567326,,,,,,,,,,
3921,1,bagEarthGCV,0.9034593296,4.770227914,,,,,,,,,,
3349,1,bagEarthGCV,0.9037148881,4.977006676,,,,,,,,,,
3578,1,bagEarthGCV,0.9037172752,4.792189343,,,,,,,,,,
989,1,bagEarthGCV,0.9037323047,4.932088343,,,,,,,,,,
3524,1,bagEarthGCV,0.9037943855,4.825087596,,,,,,,,,,
1464,1,bagEarthGCV,0.9041028036,4.844448669,,,,,,,,,,
2460,1,bagEarthGCV,0.904116154,4.83376826,,,,,,,,,,
2258,1,bagEarthGCV,0.9041189056,4.927498102,,,,,,,,,,
2023,1,bagEarthGCV,0.9042994439,5.046404067,,,,,,,,,,
1510,1,bagEarthGCV,0.9043397061,4.950230699,,,,,,,,,,
837,1,bagEarthGCV,0.9044359259,4.885737272,,,,,,,,,,
1030,1,bagEarthGCV,0.9045533503,5.128372273,,,,,,,,,,
1358,1,bagEarthGCV,0.9046055839,4.985656988,,,,,,,,,,
3115,1,bagEarthGCV,0.9046486383,5.000419373,,,,,,,,,,
2323,1,bagEarthGCV,0.9046609746,5.129445945,,,,,,,,,,
2615,1,bagEarthGCV,0.9047127906,4.874802583,,,,,,,,,,
1374,1,bagEarthGCV,0.9049065632,4.979749489,,,,,,,,,,
1196,1,bagEarthGCV,0.9051004282,4.801410558,,,,,,,,,,
2373,1,bagEarthGCV,0.9051867366,4.985805266,,,,,,,,,,
3238,1,bagEarthGCV,0.9051952232,4.956018635,,,,,,,,,,
1121,1,bagEarthGCV,0.9052326228,5.073710554,,,,,,,,,,
3477,1,bagEarthGCV,0.9052481893,5.15708002,,,,,,,,,,
