Dataset seed,Model seed,Model,R^2,MAE,,,,,,,,IQR,Mean,Mediun
1406,4,bagEarth,0.6631277359,9.018746494,,,,,,,,0.04364533632,0.7823650928,0.7841395251
985,4,bagEarth,0.6727065703,8.743589006,,,,,,,,,,
100,4,bagEarth,0.6759324683,8.493647006,,,,,,,,,,
1090,4,bagEarth,0.679952346,8.490567612,,,,,,,,,,
1942,4,bagEarth,0.6807835677,8.726730472,,,,,,,,,,
3061,4,bagEarth,0.6824327488,8.680812688,,,,,,,,,,
1279,4,bagEarth,0.6830628073,8.671838589,,,,,,,,,,
3673,4,bagEarth,0.6844828678,8.702483556,,,,,,,,,,
2236,4,bagEarth,0.6844962544,9.107189499,,,,,,,,,,
2921,4,bagEarth,0.6909941109,8.689488894,,,,,,,,,,
880,4,bagEarth,0.6916495868,8.429013843,,,,,,,,,,
3839,4,bagEarth,0.6921483321,8.735071842,,,,,,,,,,
1847,4,bagEarth,0.6929724645,8.666965867,,,,,,,,,,
1047,4,bagEarth,0.6934949567,8.659819475,,,,,,,,,,
2782,4,bagEarth,0.6961091251,8.60507105,,,,,,,,,,
837,4,bagEarth,0.6963941063,8.920561111,,,,,,,,,,
1659,4,bagEarth,0.6965676308,8.680314461,,,,,,,,,,
1611,4,bagEarth,0.6973820846,8.573689295,,,,,,,,,,
3802,4,bagEarth,0.6976114199,8.294418571,,,,,,,,,,
3202,4,bagEarth,0.6995639446,7.789603467,,,,,,,,,,
822,4,bagEarth,0.6995752114,8.716992064,,,,,,,,,,
1352,4,bagEarth,0.6996330168,8.274051321,,,,,,,,,,
1852,4,bagEarth,0.7003087332,8.489753924,,,,,,,,,,
3657,4,bagEarth,0.7006508294,8.690047313,,,,,,,,,,
1225,4,bagEarth,0.7010010523,8.589189536,,,,,,,,,,
2544,4,bagEarth,0.7012503856,8.509480984,,,,,,,,,,
999,4,bagEarth,0.701328643,8.351093703,,,,,,,,,,
1997,4,bagEarth,0.7024273281,8.163335973,,,,,,,,,,
7,4,bagEarth,0.7025027102,8.045458405,,,,,,,,,,
954,4,bagEarth,0.7026324327,8.497563867,,,,,,,,,,
1534,4,bagEarth,0.7027025068,8.748442226,,,,,,,,,,
3178,4,bagEarth,0.7027323896,7.961788082,,,,,,,,,,
1712,4,bagEarth,0.7028345814,8.482671771,,,,,,,,,,
3358,4,bagEarth,0.7028912433,8.346927686,,,,,,,,,,
1256,4,bagEarth,0.7030185515,8.677049745,,,,,,,,,,
2211,4,bagEarth,0.7033535571,8.39912165,,,,,,,,,,
2045,4,bagEarth,0.7038727058,8.466389547,,,,,,,,,,
2047,4,bagEarth,0.7038902023,9.009848377,,,,,,,,,,
1709,4,bagEarth,0.7043439923,8.000197844,,,,,,,,,,
105,4,bagEarth,0.7046187312,8.476391653,,,,,,,,,,
2688,4,bagEarth,0.7047076274,8.217369504,,,,,,,,,,
3899,4,bagEarth,0.7048101943,8.522476105,,,,,,,,,,
1410,4,bagEarth,0.7049080984,8.361823728,,,,,,,,,,
1312,4,bagEarth,0.7051746819,8.128882228,,,,,,,,,,
2978,4,bagEarth,0.7057591236,8.283800372,,,,,,,,,,
3224,4,bagEarth,0.7060026948,8.31677133,,,,,,,,,,
3452,4,bagEarth,0.7061363416,8.667334813,,,,,,,,,,
3201,4,bagEarth,0.7061656503,8.834315718,,,,,,,,,,
452,4,bagEarth,0.7062158912,8.776370136,,,,,,,,,,
1893,4,bagEarth,0.7072039012,8.151854254,,,,,,,,,,
2340,4,bagEarth,0.7073149962,8.595230109,,,,,,,,,,
3315,4,bagEarth,0.7074059801,8.381728921,,,,,,,,,,
3371,4,bagEarth,0.7078638809,8.418191852,,,,,,,,,,
2937,4,bagEarth,0.7079111957,8.511564345,,,,,,,,,,
2215,4,bagEarth,0.708043607,7.701116677,,,,,,,,,,
492,4,bagEarth,0.7081108633,7.952900034,,,,,,,,,,
3752,4,bagEarth,0.7084741718,8.675986701,,,,,,,,,,
2599,4,bagEarth,0.7092267605,8.395253081,,,,,,,,,,
3581,4,bagEarth,0.7094642014,8.395335045,,,,,,,,,,
3360,4,bagEarth,0.7095057545,8.666030122,,,,,,,,,,
532,4,bagEarth,0.7096140346,7.776365424,,,,,,,,,,
660,4,bagEarth,0.7099775613,8.452273395,,,,,,,,,,
310,4,bagEarth,0.7100007803,8.63152647,,,,,,,,,,
124,4,bagEarth,0.7101693663,8.137424075,,,,,,,,,,
3621,4,bagEarth,0.7102331455,8.676022142,,,,,,,,,,
3419,4,bagEarth,0.7103649454,8.680702796,,,,,,,,,,
1640,4,bagEarth,0.7104781578,8.583613157,,,,,,,,,,
2811,4,bagEarth,0.7105934413,8.127835691,,,,,,,,,,
9,4,bagEarth,0.710597718,8.047915309,,,,,,,,,,
945,4,bagEarth,0.7111627818,8.253861713,,,,,,,,,,
2528,4,bagEarth,0.7111859581,8.040251456,,,,,,,,,,
219,4,bagEarth,0.7113967634,7.991382782,,,,,,,,,,
3098,4,bagEarth,0.711498906,8.448792181,,,,,,,,,,
1581,4,bagEarth,0.7117836323,8.29578312,,,,,,,,,,
2075,4,bagEarth,0.7119565432,8.617398155,,,,,,,,,,
2207,4,bagEarth,0.7120128666,8.371496305,,,,,,,,,,
789,4,bagEarth,0.7120470247,8.217488567,,,,,,,,,,
2884,4,bagEarth,0.7121670024,8.105882224,,,,,,,,,,
1170,4,bagEarth,0.7122783034,8.124555568,,,,,,,,,,
2414,4,bagEarth,0.7124950863,8.177449352,,,,,,,,,,
1487,4,bagEarth,0.7125413585,8.420622374,,,,,,,,,,
2384,4,bagEarth,0.7127693023,8.062701901,,,,,,,,,,
445,4,bagEarth,0.7127796718,7.942977016,,,,,,,,,,
1979,4,bagEarth,0.712821896,8.112025843,,,,,,,,,,
2642,4,bagEarth,0.7129531175,8.110734347,,,,,,,,,,
1626,4,bagEarth,0.7130366568,7.942724026,,,,,,,,,,
235,4,bagEarth,0.7132514385,8.284230049,,,,,,,,,,
3533,4,bagEarth,0.71354026,7.992484862,,,,,,,,,,
1594,4,bagEarth,0.713717407,8.096011681,,,,,,,,,,
1750,4,bagEarth,0.7138258809,8.309247912,,,,,,,,,,
3151,4,bagEarth,0.7138353755,7.818043502,,,,,,,,,,
3833,4,bagEarth,0.7139402065,8.355703336,,,,,,,,,,
2467,4,bagEarth,0.7139473178,7.78705597,,,,,,,,,,
3957,4,bagEarth,0.7139499139,8.042671175,,,,,,,,,,
1151,4,bagEarth,0.7142811679,8.510363538,,,,,,,,,,
1728,4,bagEarth,0.714573962,8.555460876,,,,,,,,,,
3185,4,bagEarth,0.7145745922,7.888410178,,,,,,,,,,
2313,4,bagEarth,0.7149505399,8.155037407,,,,,,,,,,
3434,4,bagEarth,0.7152745384,8.121005048,,,,,,,,,,
2621,4,bagEarth,0.7152843905,8.190121699,,,,,,,,,,
709,4,bagEarth,0.715307144,8.072830262,,,,,,,,,,
2014,4,bagEarth,0.7155645576,8.932212571,,,,,,,,,,
1430,4,bagEarth,0.7156678457,8.330868833,,,,,,,,,,
783,4,bagEarth,0.7157058676,8.531817911,,,,,,,,,,
3921,4,bagEarth,0.7157305266,8.485025805,,,,,,,,,,
1374,4,bagEarth,0.715738233,8.153150299,,,,,,,,,,
1843,4,bagEarth,0.715767064,8.514726113,,,,,,,,,,
1590,4,bagEarth,0.7158120335,8.040427302,,,,,,,,,,
2945,4,bagEarth,0.7159459038,8.702905771,,,,,,,,,,
3313,4,bagEarth,0.7159785282,8.251511748,,,,,,,,,,
1854,4,bagEarth,0.716384927,8.432686305,,,,,,,,,,
3367,4,bagEarth,0.7164114363,8.679916961,,,,,,,,,,
201,4,bagEarth,0.7165218571,8.218100777,,,,,,,,,,
846,4,bagEarth,0.7167485986,8.629750573,,,,,,,,,,
3798,4,bagEarth,0.7169379712,8.305819951,,,,,,,,,,
2834,4,bagEarth,0.7170894959,8.375933529,,,,,,,,,,
159,4,bagEarth,0.7173343227,8.375136592,,,,,,,,,,
3166,4,bagEarth,0.7173579478,8.310207956,,,,,,,,,,
1976,4,bagEarth,0.717658481,8.684883854,,,,,,,,,,
586,4,bagEarth,0.7177243212,8.441527345,,,,,,,,,,
1227,4,bagEarth,0.718180934,7.942192297,,,,,,,,,,
3832,4,bagEarth,0.7182081187,8.160472918,,,,,,,,,,
