Dataset seed,Model seed,Model,R^2,MAE,,,,,,,,IQR,Mean,Mediun
290,1849,bagEarth,0.4520538595,7.2792146,,,,,,,,0.02536514277,0.8829293514,0.8968201566
1182,1849,bagEarth,0.4555623346,6.623065509,,,,,,,,,,
1454,1849,bagEarth,0.4606437732,7.513010276,,,,,,,,,,
3626,1849,bagEarth,0.5025698851,6.784830032,,,,,,,,,,
1896,1849,bagEarth,0.5088264922,6.736926095,,,,,,,,,,
3789,1849,bagEarth,0.5112279583,6.370752786,,,,,,,,,,
3075,1849,bagEarth,0.5125218509,6.965400564,,,,,,,,,,
2196,1849,bagEarth,0.5272436926,6.863139612,,,,,,,,,,
478,1849,bagEarth,0.5353870236,6.271793394,,,,,,,,,,
3205,1849,bagEarth,0.5413127925,6.452348928,,,,,,,,,,
1846,1849,bagEarth,0.5470729242,6.791097895,,,,,,,,,,
2451,1849,bagEarth,0.5511316353,6.471568011,,,,,,,,,,
3691,1849,bagEarth,0.5519299922,6.864452699,,,,,,,,,,
2215,1849,bagEarth,0.5549558861,6.187723914,,,,,,,,,,
1001,1849,bagEarth,0.5586634647,6.305559076,,,,,,,,,,
2712,1849,bagEarth,0.5624703193,6.586952395,,,,,,,,,,
3575,1849,bagEarth,0.563821434,6.745409981,,,,,,,,,,
2081,1849,bagEarth,0.5746193077,6.434235871,,,,,,,,,,
1392,1849,bagEarth,0.5764467713,6.498309023,,,,,,,,,,
1007,1849,bagEarth,0.5825322533,6.41084555,,,,,,,,,,
3969,1849,bagEarth,0.5837718116,6.674491913,,,,,,,,,,
1650,1849,bagEarth,0.5850651572,5.854515338,,,,,,,,,,
634,1849,bagEarth,0.5878345136,6.693651693,,,,,,,,,,
2011,1849,bagEarth,0.5881310838,6.175313519,,,,,,,,,,
2369,1849,bagEarth,0.5916804685,6.495204616,,,,,,,,,,
807,1849,bagEarth,0.5927253031,6.329377254,,,,,,,,,,
2239,1849,bagEarth,0.5964802207,5.866772761,,,,,,,,,,
2563,1849,bagEarth,0.5967980343,6.225307427,,,,,,,,,,
752,1849,bagEarth,0.5989048683,6.497349463,,,,,,,,,,
3558,1849,bagEarth,0.5999507237,6.039350882,,,,,,,,,,
3379,1849,bagEarth,0.600654766,6.559886347,,,,,,,,,,
2693,1849,bagEarth,0.6066701783,6.628395239,,,,,,,,,,
2327,1849,bagEarth,0.6081208516,6.403533165,,,,,,,,,,
886,1849,bagEarth,0.6096651822,6.204571564,,,,,,,,,,
3735,1849,bagEarth,0.6112641867,5.788803506,,,,,,,,,,
3546,1849,bagEarth,0.6113492985,5.780632391,,,,,,,,,,
1690,1849,bagEarth,0.6118483832,6.127249575,,,,,,,,,,
1514,1849,bagEarth,0.612639763,5.888448088,,,,,,,,,,
1773,1849,bagEarth,0.6138171111,6.836915938,,,,,,,,,,
3327,1849,bagEarth,0.6142702357,6.556287604,,,,,,,,,,
3619,1849,bagEarth,0.6157828432,6.105137802,,,,,,,,,,
1972,1849,bagEarth,0.6163304757,6.084390923,,,,,,,,,,
1022,1849,bagEarth,0.616804799,6.391806708,,,,,,,,,,
3354,1849,bagEarth,0.6175688519,6.028159114,,,,,,,,,,
2146,1849,bagEarth,0.6191195307,6.48916038,,,,,,,,,,
1245,1849,bagEarth,0.6191291723,6.4571711,,,,,,,,,,
432,1849,bagEarth,0.6213794438,6.464570347,,,,,,,,,,
3988,1849,bagEarth,0.623420394,6.525549123,,,,,,,,,,
3122,1849,bagEarth,0.6237589365,6.685121364,,,,,,,,,,
680,1849,bagEarth,0.6269340687,6.032304927,,,,,,,,,,
1923,1849,bagEarth,0.6280483134,5.939069017,,,,,,,,,,
68,1849,bagEarth,0.6289996809,6.254747565,,,,,,,,,,
1536,1849,bagEarth,0.6310404026,6.348289045,,,,,,,,,,
2378,1849,bagEarth,0.6316312642,6.283861578,,,,,,,,,,
1176,1849,bagEarth,0.6327551158,6.306511609,,,,,,,,,,
1448,1849,bagEarth,0.6327602892,6.436099293,,,,,,,,,,
3409,1849,bagEarth,0.6332362146,6.691277344,,,,,,,,,,
2831,1849,bagEarth,0.634601518,5.970616908,,,,,,,,,,
1641,1849,bagEarth,0.6368992644,6.533318777,,,,,,,,,,
186,1849,bagEarth,0.6379473423,6.23281276,,,,,,,,,,
3580,1849,bagEarth,0.6401939857,6.060132639,,,,,,,,,,
3177,1849,bagEarth,0.641133307,6.383360279,,,,,,,,,,
2582,1849,bagEarth,0.6414246964,6.435593705,,,,,,,,,,
2317,1849,bagEarth,0.6422286457,6.606709231,,,,,,,,,,
3069,1849,bagEarth,0.6436922173,6.27798961,,,,,,,,,,
1010,1849,bagEarth,0.6460497438,6.404192503,,,,,,,,,,
1049,1849,bagEarth,0.6466577341,6.155978619,,,,,,,,,,
3388,1849,bagEarth,0.6477033081,6.169963595,,,,,,,,,,
3963,1849,bagEarth,0.6481984255,6.142949354,,,,,,,,,,
3568,1849,bagEarth,0.6503846357,5.66542277,,,,,,,,,,
51,1849,bagEarth,0.6540476337,6.156457045,,,,,,,,,,
345,1849,bagEarth,0.654213433,5.489825698,,,,,,,,,,
866,1849,bagEarth,0.6542722403,5.78736516,,,,,,,,,,
