Dataset seed,Model seed,Model,R^2,MAE,,,,,,,,IQR,Mean,Mediun
2181,1231,bagEarth,0.8880723727,5.07988564,,,,,,,,0.01294613419,0.9240602357,0.9244460491
1981,1231,bagEarth,0.8888172768,5.536644907,,,,,,,,,,
884,1231,bagEarth,0.8894726903,5.331354639,,,,,,,,,,
3496,1231,bagEarth,0.8894837969,5.137646979,,,,,,,,,,
2652,1231,bagEarth,0.8904355385,5.278999971,,,,,,,,,,
2963,1231,bagEarth,0.8911443934,5.370872607,,,,,,,,,,
1306,1231,bagEarth,0.8914279715,5.253232986,,,,,,,,,,
1569,1231,bagEarth,0.893180118,5.108831243,,,,,,,,,,
3492,1231,bagEarth,0.8933827952,5.214283898,,,,,,,,,,
2808,1231,bagEarth,0.8935024644,5.416294241,,,,,,,,,,
1245,1231,bagEarth,0.8942324966,5.099555476,,,,,,,,,,
606,1231,bagEarth,0.8944861296,5.049726616,,,,,,,,,,
3435,1231,bagEarth,0.8954635148,5.001031248,,,,,,,,,,
995,1231,bagEarth,0.8958110525,5.213331807,,,,,,,,,,
3578,1231,bagEarth,0.8960979667,5.031631664,,,,,,,,,,
2061,1231,bagEarth,0.8969748702,5.107414445,,,,,,,,,,
2091,1231,bagEarth,0.8972785614,5.072987429,,,,,,,,,,
3115,1231,bagEarth,0.8972794724,5.119170052,,,,,,,,,,
1466,1231,bagEarth,0.8973450733,4.912671706,,,,,,,,,,
2302,1231,bagEarth,0.8973910508,5.107882463,,,,,,,,,,
1684,1231,bagEarth,0.8974887364,4.851525519,,,,,,,,,,
2421,1231,bagEarth,0.8976953978,5.081408047,,,,,,,,,,
1777,1231,bagEarth,0.8977026231,5.208032976,,,,,,,,,,
2451,1231,bagEarth,0.8978410383,5.223814286,,,,,,,,,,
788,1231,bagEarth,0.8981236898,5.071987148,,,,,,,,,,
921,1231,bagEarth,0.898142674,5.009042022,,,,,,,,,,
1002,1231,bagEarth,0.8982841265,5.226512085,,,,,,,,,,
276,1231,bagEarth,0.8982894448,5.099261583,,,,,,,,,,
2812,1231,bagEarth,0.8984984833,5.123486137,,,,,,,,,,
1902,1231,bagEarth,0.8986690123,5.16664154,,,,,,,,,,
256,1231,bagEarth,0.8989571296,5.028190853,,,,,,,,,,
2325,1231,bagEarth,0.8990639671,4.960618283,,,,,,,,,,
2938,1231,bagEarth,0.8991160025,5.300966365,,,,,,,,,,
1362,1231,bagEarth,0.8992166055,5.149420296,,,,,,,,,,
1475,1231,bagEarth,0.8993078862,4.840614195,,,,,,,,,,
482,1231,bagEarth,0.8997413374,5.278617762,,,,,,,,,,
3349,1231,bagEarth,0.899819929,5.042350535,,,,,,,,,,
3921,1231,bagEarth,0.8998626946,4.804571854,,,,,,,,,,
989,1231,bagEarth,0.899872346,5.07215862,,,,,,,,,,
3118,1231,bagEarth,0.9001195519,5.012224397,,,,,,,,,,
1391,1231,bagEarth,0.9001985972,5.000609413,,,,,,,,,,
336,1231,bagEarth,0.9002159899,5.130782379,,,,,,,,,,
2441,1231,bagEarth,0.9003181382,5.159268068,,,,,,,,,,
366,1231,bagEarth,0.900418598,4.881143927,,,,,,,,,,
1824,1231,bagEarth,0.9005953496,4.975377582,,,,,,,,,,
2414,1231,bagEarth,0.9006863869,4.818854685,,,,,,,,,,
3539,1231,bagEarth,0.9007629742,4.922116561,,,,,,,,,,
136,1231,bagEarth,0.9008673041,4.874558862,,,,,,,,,,
57,1231,bagEarth,0.9008839987,5.033253297,,,,,,,,,,
3477,1231,bagEarth,0.9009847014,5.272870259,,,,,,,,,,
2323,1231,bagEarth,0.9011358932,5.165091123,,,,,,,,,,
2400,1231,bagEarth,0.9012224786,5.106198093,,,,,,,,,,
3052,1231,bagEarth,0.9013421247,5.089715547,,,,,,,,,,
1864,1231,bagEarth,0.9013846189,5.056319763,,,,,,,,,,
235,1231,bagEarth,0.9015035355,4.995636747,,,,,,,,,,
3188,1231,bagEarth,0.9015673188,4.944734621,,,,,,,,,,
2857,1231,bagEarth,0.9016904911,5.078306836,,,,,,,,,,
2373,1231,bagEarth,0.9017130951,5.108546827,,,,,,,,,,
2643,1231,bagEarth,0.9017354192,4.956139908,,,,,,,,,,
847,1231,bagEarth,0.9017705528,5.295687277,,,,,,,,,,
567,1231,bagEarth,0.9018025345,5.112260792,,,,,,,,,,
3740,1231,bagEarth,0.9018153658,5.028835332,,,,,,,,,,
2993,1231,bagEarth,0.9020065596,5.002441195,,,,,,,,,,
74,1231,bagEarth,0.9020593425,5.210317839,,,,,,,,,,
933,1231,bagEarth,0.9020990214,4.906322757,,,,,,,,,,
3852,1231,bagEarth,0.9022724724,4.937769311,,,,,,,,,,
2088,1231,bagEarth,0.9023029692,4.901320933,,,,,,,,,,
1473,1231,bagEarth,0.9023345688,4.982414755,,,,,,,,,,
2183,1231,bagEarth,0.9024274943,5.04984981,,,,,,,,,,
1196,1231,bagEarth,0.902431777,4.842481269,,,,,,,,,,
2372,1231,bagEarth,0.9024889005,5.148967373,,,,,,,,,,
1314,1231,bagEarth,0.9025521062,5.002786367,,,,,,,,,,
2351,1231,bagEarth,0.9025999559,5.274853382,,,,,,,,,,
3300,1231,bagEarth,0.902610235,4.79862619,,,,,,,,,,
3524,1231,bagEarth,0.90264122,4.902717032,,,,,,,,,,
3137,1231,bagEarth,0.9026794827,4.910682391,,,,,,,,,,
3952,1231,bagEarth,0.9027636359,4.82460211,,,,,,,,,,
1374,1231,bagEarth,0.9027673492,4.985377339,,,,,,,,,,
591,1231,bagEarth,0.9027785507,4.983899558,,,,,,,,,,
2163,1231,bagEarth,0.9029129259,5.177490908,,,,,,,,,,
