Dataset seed,Model seed,Model,R^2,MAE,,,,,,,,IQR,Mean,Mediun
2192,1,bagEarth,0.8745703683,5.775985924,,,,,,,,0.03986897915,0.7830771763,0.784597332
1933,1,bagEarth,0.8707843222,6.03016333,,,,,,,,,,
3526,1,bagEarth,0.8655008674,6.122978342,,,,,,,,,,
3943,1,bagEarth,0.8585609917,5.917413041,,,,,,,,,,
3900,1,bagEarth,0.8568957508,6.395420719,,,,,,,,,,
1986,1,bagEarth,0.8567363357,6.770955175,,,,,,,,,,
2440,1,bagEarth,0.8562277086,6.314935485,,,,,,,,,,
1561,1,bagEarth,0.8559004006,6.348168863,,,,,,,,,,
1652,1,bagEarth,0.8550172017,6.348616275,,,,,,,,,,
431,1,bagEarth,0.8546188689,5.871786717,,,,,,,,,,
3744,1,bagEarth,0.8544842228,6.257211478,,,,,,,,,,
2770,1,bagEarth,0.8544501938,6.309760195,,,,,,,,,,
1688,1,bagEarth,0.8539389409,6.071674529,,,,,,,,,,
627,1,bagEarth,0.8533867901,6.358391876,,,,,,,,,,
1101,1,bagEarth,0.8533343022,6.263577192,,,,,,,,,,
2608,1,bagEarth,0.8527962928,6.417222013,,,,,,,,,,
7,1,bagEarth,0.8527353848,5.965154513,,,,,,,,,,
3650,1,bagEarth,0.851966471,6.321167351,,,,,,,,,,
1363,1,bagEarth,0.8516636358,6.28132677,,,,,,,,,,
3208,1,bagEarth,0.8514137048,6.658443847,,,,,,,,,,
1382,1,bagEarth,0.8509026491,6.270099224,,,,,,,,,,
3126,1,bagEarth,0.8508579048,6.252425194,,,,,,,,,,
3045,1,bagEarth,0.8508051546,6.216900666,,,,,,,,,,
3585,1,bagEarth,0.8498141918,6.287469138,,,,,,,,,,
3658,1,bagEarth,0.8492299426,6.516838116,,,,,,,,,,
353,1,bagEarth,0.8487407509,6.51946052,,,,,,,,,,
3049,1,bagEarth,0.8482689638,6.00199488,,,,,,,,,,
12,1,bagEarth,0.8482510915,6.488884871,,,,,,,,,,
2026,1,bagEarth,0.8480633706,6.541324055,,,,,,,,,,
1250,1,bagEarth,0.8473749546,6.353859349,,,,,,,,,,
3635,1,bagEarth,0.8473120704,6.62947803,,,,,,,,,,
3570,1,bagEarth,0.8468312992,6.586948451,,,,,,,,,,
1478,1,bagEarth,0.84655582,6.668924992,,,,,,,,,,
2120,1,bagEarth,0.8464368476,6.51180472,,,,,,,,,,
929,1,bagEarth,0.8462257336,6.323500719,,,,,,,,,,
1384,1,bagEarth,0.8461122379,6.097548892,,,,,,,,,,
3269,1,bagEarth,0.8459318961,6.667861227,,,,,,,,,,
1521,1,bagEarth,0.8457986657,6.681705402,,,,,,,,,,
1525,1,bagEarth,0.8456897841,6.449565956,,,,,,,,,,
956,1,bagEarth,0.8454739651,6.74818589,,,,,,,,,,
2054,1,bagEarth,0.8454542084,6.46237076,,,,,,,,,,
2886,1,bagEarth,0.8453589598,6.279877573,,,,,,,,,,
39,1,bagEarth,0.8451059217,6.206038201,,,,,,,,,,
3586,1,bagEarth,0.8447912311,6.476601943,,,,,,,,,,
1653,1,bagEarth,0.844595429,6.232449172,,,,,,,,,,
1744,1,bagEarth,0.8444942723,6.582050339,,,,,,,,,,
1004,1,bagEarth,0.8443155106,6.097250003,,,,,,,,,,
2784,1,bagEarth,0.8442733151,6.411476951,,,,,,,,,,
1134,1,bagEarth,0.8440863856,6.214957251,,,,,,,,,,
3032,1,bagEarth,0.8440369045,6.267311227,,,,,,,,,,
1969,1,bagEarth,0.8438224961,6.442543223,,,,,,,,,,
1552,1,bagEarth,0.8437177897,6.658737295,,,,,,,,,,
975,1,bagEarth,0.8437150089,6.279757964,,,,,,,,,,
878,1,bagEarth,0.8436717647,6.490927204,,,,,,,,,,
3110,1,bagEarth,0.8435549931,6.628792233,,,,,,,,,,
241,1,bagEarth,0.843383081,6.304085444,,,,,,,,,,
1241,1,bagEarth,0.8433700258,6.412154197,,,,,,,,,,
3718,1,bagEarth,0.8433261504,6.416278358,,,,,,,,,,
3367,1,bagEarth,0.843313682,6.520782474,,,,,,,,,,
750,1,bagEarth,0.8431694712,6.811743508,,,,,,,,,,
209,1,bagEarth,0.8431366085,6.788995028,,,,,,,,,,
3504,1,bagEarth,0.8431220342,6.739416728,,,,,,,,,,
1233,1,bagEarth,0.8429923602,6.599179948,,,,,,,,,,
787,1,bagEarth,0.842886326,6.310093154,,,,,,,,,,
330,1,bagEarth,0.8428555524,6.376060977,,,,,,,,,,
944,1,bagEarth,0.8426516614,6.554809048,,,,,,,,,,
2892,1,bagEarth,0.8424450231,6.682455342,,,,,,,,,,
3735,1,bagEarth,0.8423927004,6.514507133,,,,,,,,,,
176,1,bagEarth,0.8421384809,6.722469411,,,,,,,,,,
3412,1,bagEarth,0.8421248886,6.331414901,,,,,,,,,,
586,1,bagEarth,0.8420180541,6.359268267,,,,,,,,,,
3101,1,bagEarth,0.8418455878,6.527272529,,,,,,,,,,
2195,1,bagEarth,0.8418237903,6.381096436,,,,,,,,,,
320,1,bagEarth,0.8417955499,6.597983134,,,,,,,,,,
19,1,bagEarth,0.8417930739,6.024976732,,,,,,,,,,
3640,1,bagEarth,0.8417417859,6.393307386,,,,,,,,,,
365,1,bagEarth,0.8416371854,6.741887725,,,,,,,,,,
433,1,bagEarth,0.8416317621,6.221397942,,,,,,,,,,
278,1,bagEarth,0.8416097765,6.728716298,,,,,,,,,,
1034,1,bagEarth,0.8415895785,6.365151074,,,,,,,,,,
3302,1,bagEarth,0.8415150128,6.74859168,,,,,,,,,,
1817,1,bagEarth,0.8414348356,6.567654085,,,,,,,,,,
2516,1,bagEarth,0.8413058188,6.661529365,,,,,,,,,,
1270,1,bagEarth,0.8411299344,6.617038116,,,,,,,,,,
2941,1,bagEarth,0.841121549,6.507041522,,,,,,,,,,
2016,1,bagEarth,0.8410766626,6.633091197,,,,,,,,,,
2686,1,bagEarth,0.8410298263,6.243773197,,,,,,,,,,
976,1,bagEarth,0.8407611552,6.647553507,,,,,,,,,,
3389,1,bagEarth,0.8406695595,6.413542993,,,,,,,,,,
329,1,bagEarth,0.8405533007,6.526673742,,,,,,,,,,
3005,1,bagEarth,0.8404402869,6.503171003,,,,,,,,,,
3853,1,bagEarth,0.840359313,6.392882888,,,,,,,,,,
1487,1,bagEarth,0.8403585664,6.731964212,,,,,,,,,,
695,1,bagEarth,0.8400559681,6.446103155,,,,,,,,,,
1727,1,bagEarth,0.8400336844,6.603311594,,,,,,,,,,
2762,1,bagEarth,0.8397710897,6.936269273,,,,,,,,,,
2708,1,bagEarth,0.8395280733,6.218599321,,,,,,,,,,
2556,1,bagEarth,0.8394309133,6.453417775,,,,,,,,,,
1663,1,bagEarth,0.8392478756,6.215463327,,,,,,,,,,
844,1,bagEarth,0.8392059882,6.810369539,,,,,,,,,,
3347,1,bagEarth,0.83912823,6.862276622,,,,,,,,,,
1413,1,bagEarth,0.8391256408,6.488051977,,,,,,,,,,
2296,1,bagEarth,0.8390904462,6.700211705,,,,,,,,,,
726,1,bagEarth,0.8389917905,6.923391521,,,,,,,,,,
1776,1,bagEarth,0.8389707082,6.388729878,,,,,,,,,,
2501,1,bagEarth,0.8389613473,6.750245691,,,,,,,,,,
547,1,bagEarth,0.8389467474,6.377506428,,,,,,,,,,
254,1,bagEarth,0.8388026113,6.34553866,,,,,,,,,,
2288,1,bagEarth,0.838725218,6.95272797,,,,,,,,,,
3107,1,bagEarth,0.8386616814,6.590347605,,,,,,,,,,
147,1,bagEarth,0.8385478565,6.424088294,,,,,,,,,,
2053,1,bagEarth,0.838470554,6.521347319,,,,,,,,,,
3647,1,bagEarth,0.8383908951,6.404304001,,,,,,,,,,
1712,1,bagEarth,0.8382130838,6.91103148,,,,,,,,,,
3474,1,bagEarth,0.8379998533,6.73363128,,,,,,,,,,
921,1,bagEarth,0.8379318128,6.650808575,,,,,,,,,,
2807,1,bagEarth,0.8377068157,6.542601543,,,,,,,,,,
3469,1,bagEarth,0.8375930669,6.466922055,,,,,,,,,,
3579,1,bagEarth,0.8375440849,6.32092693,,,,,,,,,,
751,1,bagEarth,0.8371742599,6.433941569,,,,,,,,,,
2595,1,bagEarth,0.837122189,6.384952402,,,,,,,,,,
550,1,bagEarth,0.8369013224,6.361457665,,,,,,,,,,
2082,1,bagEarth,0.8368429397,6.880596723,,,,,,,,,,
1743,1,bagEarth,0.836710426,6.655391839,,,,,,,,,,
660,1,bagEarth,0.8365530809,6.567376499,,,,,,,,,,
2920,1,bagEarth,0.8365413639,7.046874418,,,,,,,,,,
219,1,bagEarth,0.8364882873,6.459976616,,,,,,,,,,
29,1,bagEarth,0.8364534111,6.535864006,,,,,,,,,,
668,1,bagEarth,0.8363083839,6.860685037,,,,,,,,,,
454,1,bagEarth,0.8362733167,6.55908273,,,,,,,,,,
1685,1,bagEarth,0.8362355318,6.742341269,,,,,,,,,,
2980,1,bagEarth,0.8361181849,6.588065673,,,,,,,,,,
231,1,bagEarth,0.8361015716,6.909992632,,,,,,,,,,
1573,1,bagEarth,0.8360823234,6.788068102,,,,,,,,,,
937,1,bagEarth,0.8360804724,6.370919211,,,,,,,,,,
446,1,bagEarth,0.8358699469,6.401768992,,,,,,,,,,
2034,1,bagEarth,0.8358103469,6.675869408,,,,,,,,,,
3051,1,bagEarth,0.8356615371,6.869815048,,,,,,,,,,
196,1,bagEarth,0.8355391138,7.108792215,,,,,,,,,,
181,1,bagEarth,0.8354259775,6.907840413,,,,,,,,,,
3306,1,bagEarth,0.8353803544,6.635309225,,,,,,,,,,
3981,1,bagEarth,0.8352157781,6.619327573,,,,,,,,,,
1167,1,bagEarth,0.8350089493,6.434131826,,,,,,,,,,
1434,1,bagEarth,0.8349253235,6.453996755,,,,,,,,,,
16,1,bagEarth,0.8349091692,6.47406633,,,,,,,,,,
375,1,bagEarth,0.8348851226,6.616469703,,,,,,,,,,
1244,1,bagEarth,0.8348517178,6.665409789,,,,,,,,,,
1814,1,bagEarth,0.8346361171,6.69060362,,,,,,,,,,
507,1,bagEarth,0.8345602288,6.843070674,,,,,,,,,,
1852,1,bagEarth,0.8344767151,6.786172008,,,,,,,,,,
2194,1,bagEarth,0.8344355285,6.435969172,,,,,,,,,,
2278,1,bagEarth,0.8341074944,6.534894332,,,,,,,,,,
2656,1,bagEarth,0.8339170063,6.46746915,,,,,,,,,,
1379,1,bagEarth,0.8338215624,6.360028296,,,,,,,,,,
92,1,bagEarth,0.8337283365,6.708211406,,,,,,,,,,
2161,1,bagEarth,0.8337079545,6.644258602,,,,,,,,,,
3493,1,bagEarth,0.8336320246,6.285128421,,,,,,,,,,
5,1,bagEarth,0.8336206466,6.887641389,,,,,,,,,,
698,1,bagEarth,0.8335945843,6.466865846,,,,,,,,,,
3961,1,bagEarth,0.8333598056,6.684921691,,,,,,,,,,
51,1,bagEarth,0.83319275,6.555247293,,,,,,,,,,
2175,1,bagEarth,0.8331643128,6.716694577,,,,,,,,,,
