Dataset seed,Model seed,Model,R^2,MAE,,,,,,,,IQR,Mean,Mediun
1358,1,ppr,0.6557021057,8.787410497,,,,,,,,0.0417628521,0.7800924285,0.7810745564
1899,1,ppr,0.6687774041,8.756574895,,,,,,,,,,
3439,1,ppr,0.6777026909,8.881003404,,,,,,,,,,
1831,1,ppr,0.6777727336,9.030455717,,,,,,,,,,
1718,1,ppr,0.6828105792,8.644092379,,,,,,,,,,
1651,1,ppr,0.684423878,8.867487637,,,,,,,,,,
2297,1,ppr,0.685165629,8.720894178,,,,,,,,,,
3630,1,ppr,0.6853665624,8.542155853,,,,,,,,,,
2809,1,ppr,0.6876247854,8.715379658,,,,,,,,,,
3683,1,ppr,0.6877022829,8.184788461,,,,,,,,,,
2272,1,ppr,0.6891736984,8.296683026,,,,,,,,,,
2173,1,ppr,0.6904241107,8.884256317,,,,,,,,,,
959,1,ppr,0.6912036663,8.509645969,,,,,,,,,,
1340,1,ppr,0.6927614996,8.807737782,,,,,,,,,,
808,1,ppr,0.6935576544,8.541289993,,,,,,,,,,
2679,1,ppr,0.6936176642,8.335941712,,,,,,,,,,
2676,1,ppr,0.6943947216,8.376527927,,,,,,,,,,
2859,1,ppr,0.6950997371,8.584326144,,,,,,,,,,
1988,1,ppr,0.6951972242,8.599289865,,,,,,,,,,
1714,1,ppr,0.6952990659,8.758999411,,,,,,,,,,
1664,1,ppr,0.6953591035,8.592183948,,,,,,,,,,
2154,1,ppr,0.6964198916,8.749075308,,,,,,,,,,
1514,1,ppr,0.6967139022,8.914248955,,,,,,,,,,
3255,1,ppr,0.6973336027,8.291536799,,,,,,,,,,
1170,1,ppr,0.6983337013,8.573784101,,,,,,,,,,
1834,1,ppr,0.6983762023,8.347096374,,,,,,,,,,
1067,1,ppr,0.6989733478,8.16266409,,,,,,,,,,
79,1,ppr,0.6991577453,8.00135489,,,,,,,,,,
3583,1,ppr,0.6999215006,8.70193679,,,,,,,,,,
241,1,ppr,0.7002617143,8.487318185,,,,,,,,,,
1131,1,ppr,0.7023361577,8.194773669,,,,,,,,,,
776,1,ppr,0.7027720627,8.064382954,,,,,,,,,,
1056,1,ppr,0.7029233835,8.205708546,,,,,,,,,,
3508,1,ppr,0.703334184,8.387051625,,,,,,,,,,
3851,1,ppr,0.7036728195,7.81707728,,,,,,,,,,
3416,1,ppr,0.7041604555,8.658666111,,,,,,,,,,
3821,1,ppr,0.7041926145,8.826258968,,,,,,,,,,
207,1,ppr,0.7045456945,8.258393556,,,,,,,,,,
3976,1,ppr,0.704637433,8.335331849,,,,,,,,,,
795,1,ppr,0.7046655674,8.470641774,,,,,,,,,,
3228,1,ppr,0.7047672713,8.018859313,,,,,,,,,,
3798,1,ppr,0.7052644158,8.161748611,,,,,,,,,,
1756,1,ppr,0.7059664658,8.223690123,,,,,,,,,,
849,1,ppr,0.7060296877,8.292956807,,,,,,,,,,
3014,1,ppr,0.7060529379,8.385012593,,,,,,,,,,
957,1,ppr,0.7065683546,8.446519268,,,,,,,,,,
1449,1,ppr,0.7066729057,8.433992338,,,,,,,,,,
3123,1,ppr,0.7069003091,8.044790072,,,,,,,,,,
3176,1,ppr,0.7069437189,8.309605929,,,,,,,,,,
501,1,ppr,0.7071385669,8.506799001,,,,,,,,,,
3524,1,ppr,0.7071535918,8.438972034,,,,,,,,,,
3831,1,ppr,0.7075572454,8.911729118,,,,,,,,,,
1596,1,ppr,0.7082582729,8.851130252,,,,,,,,,,
136,1,ppr,0.7087168632,8.537872084,,,,,,,,,,
3368,1,ppr,0.7087825947,8.502686599,,,,,,,,,,
1888,1,ppr,0.7088682858,8.385877036,,,,,,,,,,
1401,1,ppr,0.7089965299,8.296108159,,,,,,,,,,
2914,1,ppr,0.7090190754,8.162672396,,,,,,,,,,
2712,1,ppr,0.7093639812,8.672279127,,,,,,,,,,
1942,1,ppr,0.7094682782,8.411334293,,,,,,,,,,
1865,1,ppr,0.7094983724,8.303145745,,,,,,,,,,
3118,1,ppr,0.7096360398,8.567109147,,,,,,,,,,
3388,1,ppr,0.7097244484,8.232646747,,,,,,,,,,
3740,1,ppr,0.7097957454,8.141911905,,,,,,,,,,
194,1,ppr,0.7099515805,8.400333705,,,,,,,,,,
3185,1,ppr,0.7101005425,8.405204907,,,,,,,,,,
2407,1,ppr,0.710138367,8.175185712,,,,,,,,,,
2861,1,ppr,0.7101858766,8.118854347,,,,,,,,,,
1654,1,ppr,0.7102983975,8.529753646,,,,,,,,,,
2885,1,ppr,0.7106801213,8.269145984,,,,,,,,,,
515,1,ppr,0.7109222606,8.385128887,,,,,,,,,,
38,1,ppr,0.7111069734,8.741986559,,,,,,,,,,
2250,1,ppr,0.7112842652,8.29101403,,,,,,,,,,
