Dataset seed,Model seed,Model,R^2,MAE,,,,,,,,IQR,Mean,Mediun
2213,3,glmboost,0.6542338217,8.852772811,,,,,,,,0.03253997625,0.8050198508,0.8066145845
1994,3,glmboost,0.6556022072,8.624532323,,,,,,,,,,
3444,3,glmboost,0.665281544,8.974072283,,,,,,,,,,
819,3,glmboost,0.6673896386,8.117523838,,,,,,,,,,
43,3,glmboost,0.6757648853,8.394814879,,,,,,,,,,
2054,3,glmboost,0.6788192808,8.463338306,,,,,,,,,,
3193,3,glmboost,0.6809548684,8.08963802,,,,,,,,,,
1702,3,glmboost,0.6868973823,7.750878565,,,,,,,,,,
3051,3,glmboost,0.6986443619,8.749884244,,,,,,,,,,
63,3,glmboost,0.6987780865,7.843315171,,,,,,,,,,
3585,3,glmboost,0.6990736188,8.468625574,,,,,,,,,,
3185,3,glmboost,0.7002767147,8.756602374,,,,,,,,,,
3075,3,glmboost,0.703590747,8.081791807,,,,,,,,,,
3414,3,glmboost,0.7037297557,8.444884336,,,,,,,,,,
311,3,glmboost,0.7054261231,8.337632291,,,,,,,,,,
1130,3,glmboost,0.7095448607,8.288422725,,,,,,,,,,
912,3,glmboost,0.7114927216,7.958372958,,,,,,,,,,
1013,3,glmboost,0.7137111714,8.069181419,,,,,,,,,,
2785,3,glmboost,0.714449852,8.225202595,,,,,,,,,,
3945,3,glmboost,0.7157378711,8.097500121,,,,,,,,,,
1350,3,glmboost,0.715739545,8.0232998,,,,,,,,,,
2696,3,glmboost,0.716435247,7.605084519,,,,,,,,,,
186,3,glmboost,0.7180850732,8.368697773,,,,,,,,,,
2580,3,glmboost,0.7206737554,8.247076815,,,,,,,,,,
1630,3,glmboost,0.7229870055,8.357478046,,,,,,,,,,
823,3,glmboost,0.7243567849,7.514196152,,,,,,,,,,
844,3,glmboost,0.7253784902,7.992423627,,,,,,,,,,
1716,3,glmboost,0.726525605,8.398082691,,,,,,,,,,
2879,3,glmboost,0.7270921497,8.158245156,,,,,,,,,,
1339,3,glmboost,0.7273831558,8.027799392,,,,,,,,,,
3257,3,glmboost,0.7289431534,8.204761175,,,,,,,,,,
2404,3,glmboost,0.7294708958,8.250966793,,,,,,,,,,
199,3,glmboost,0.7295567134,7.855811714,,,,,,,,,,
959,3,glmboost,0.7318010602,8.254827779,,,,,,,,,,
1765,3,glmboost,0.7328680411,8.865304614,,,,,,,,,,
2949,3,glmboost,0.7358217177,8.568746668,,,,,,,,,,
3876,3,glmboost,0.7359299585,8.293312889,,,,,,,,,,
1354,3,glmboost,0.7369110603,8.442433693,,,,,,,,,,
929,3,glmboost,0.7372266954,7.63312413,,,,,,,,,,
3709,3,glmboost,0.7377731179,8.267395041,,,,,,,,,,
637,3,glmboost,0.7378347658,8.332995472,,,,,,,,,,
2494,3,glmboost,0.7383799471,7.633474929,,,,,,,,,,
769,3,glmboost,0.7385627005,8.20716971,,,,,,,,,,
275,3,glmboost,0.7391860257,8.146334774,,,,,,,,,,
2610,3,glmboost,0.7397143977,8.216833215,,,,,,,,,,
1664,3,glmboost,0.740222481,8.35274827,,,,,,,,,,
3982,3,glmboost,0.7402349586,8.586697917,,,,,,,,,,
1036,3,glmboost,0.7403513564,7.991274491,,,,,,,,,,
3716,3,glmboost,0.7404846245,7.804684869,,,,,,,,,,
121,3,glmboost,0.7405880498,8.143165787,,,,,,,,,,
2811,3,glmboost,0.7410991666,7.931143622,,,,,,,,,,
3029,3,glmboost,0.7417682679,7.978905068,,,,,,,,,,
2619,3,glmboost,0.7425033172,7.839099365,,,,,,,,,,
2207,3,glmboost,0.7426190549,7.920957567,,,,,,,,,,
843,3,glmboost,0.7432372529,7.723514363,,,,,,,,,,
475,3,glmboost,0.7441337431,7.867269579,,,,,,,,,,
1651,3,glmboost,0.7445322715,7.563299321,,,,,,,,,,
2124,3,glmboost,0.7447531955,8.12720362,,,,,,,,,,
376,3,glmboost,0.7447589094,8.303242895,,,,,,,,,,
317,3,glmboost,0.7448891715,8.155857188,,,,,,,,,,
3348,3,glmboost,0.7449914316,8.107226963,,,,,,,,,,
1176,3,glmboost,0.745164324,7.833476983,,,,,,,,,,
641,3,glmboost,0.7453647099,7.906530045,,,,,,,,,,
1661,3,glmboost,0.7456532046,8.220233641,,,,,,,,,,
