Dataset seed,Model seed,Model,R^2,MAE,,,,,,,,IQR,Mean,Mediun
3641,1,brnn,0.5989135166,9.16088186,,,,,,,,0.03806304477,0.7943926904,0.7958349088
2206,1,brnn,0.6336106579,8.757304161,,,,,,,,,,
509,1,brnn,0.6466630419,9.055727694,,,,,,,,,,
1491,1,brnn,0.6760368199,8.491314622,,,,,,,,,,
3602,1,brnn,0.680217589,8.201217104,,,,,,,,,,
1464,1,brnn,0.6822865776,7.710169864,,,,,,,,,,
3054,1,brnn,0.6845557206,7.797651962,,,,,,,,,,
2339,1,brnn,0.6906110813,8.629871124,,,,,,,,,,
412,1,brnn,0.699421874,8.071923515,,,,,,,,,,
1738,1,brnn,0.699631218,8.721581788,,,,,,,,,,
2927,1,brnn,0.7042687094,8.373114876,,,,,,,,,,
3205,1,brnn,0.7048229692,8.349443153,,,,,,,,,,
2027,1,brnn,0.7080119048,7.866029733,,,,,,,,,,
3437,1,brnn,0.7086241333,8.454139574,,,,,,,,,,
3281,1,brnn,0.7093333572,8.007724879,,,,,,,,,,
1300,1,brnn,0.7093571117,7.930664151,,,,,,,,,,
1401,1,brnn,0.7115802016,8.146470269,,,,,,,,,,
2262,1,brnn,0.7115953625,8.091979468,,,,,,,,,,
3907,1,brnn,0.7120926361,7.762805925,,,,,,,,,,
2079,1,brnn,0.7128978656,7.854802614,,,,,,,,,,
1454,1,brnn,0.712987701,8.392464255,,,,,,,,,,
1423,1,brnn,0.7137756834,8.211916756,,,,,,,,,,
317,1,brnn,0.7146549616,8.170986918,,,,,,,,,,
1054,1,brnn,0.7149248115,7.884854736,,,,,,,,,,
2382,1,brnn,0.7162926735,8.641351076,,,,,,,,,,
2195,1,brnn,0.716432801,8.266368577,,,,,,,,,,
2112,1,brnn,0.7170385889,8.066775312,,,,,,,,,,
3412,1,brnn,0.7171226066,8.02001097,,,,,,,,,,
1297,1,brnn,0.7171619781,8.200955509,,,,,,,,,,
1865,1,brnn,0.7172005466,8.109865026,,,,,,,,,,
3906,1,brnn,0.7177528111,8.12582897,,,,,,,,,,
2181,1,brnn,0.7179428772,7.758585087,,,,,,,,,,
1265,1,brnn,0.7181447686,7.611951229,,,,,,,,,,
3691,1,brnn,0.7185591385,8.105449647,,,,,,,,,,
3681,1,brnn,0.7190262596,8.179772918,,,,,,,,,,
1928,1,brnn,0.7190987869,8.100794675,,,,,,,,,,
1769,1,brnn,0.7192015447,8.145445167,,,,,,,,,,
954,1,brnn,0.7192480716,8.092976328,,,,,,,,,,
494,1,brnn,0.7196994032,8.381165471,,,,,,,,,,
988,1,brnn,0.7199864399,7.982465447,,,,,,,,,,
2969,1,brnn,0.7202651626,7.97759605,,,,,,,,,,
3194,1,brnn,0.7202936323,7.942258364,,,,,,,,,,
2602,1,brnn,0.7205454943,7.971849755,,,,,,,,,,
470,1,brnn,0.7207561507,8.351470019,,,,,,,,,,
1146,1,brnn,0.7214374636,8.029886092,,,,,,,,,,
2821,1,brnn,0.721707687,7.904445186,,,,,,,,,,
2191,1,brnn,0.7225878007,7.980226277,,,,,,,,,,
2946,1,brnn,0.7228918293,7.863306155,,,,,,,,,,
3185,1,brnn,0.722896023,7.80968743,,,,,,,,,,
648,1,brnn,0.723073205,8.281584451,,,,,,,,,,
831,1,brnn,0.723961845,8.049345861,,,,,,,,,,
1470,1,brnn,0.7239761839,8.023848012,,,,,,,,,,
275,1,brnn,0.7240004309,7.980205061,,,,,,,,,,
2296,1,brnn,0.7240928407,8.178087115,,,,,,,,,,
3645,1,brnn,0.724168166,8.13940333,,,,,,,,,,
3851,1,brnn,0.7242267063,7.659700216,,,,,,,,,,
569,1,brnn,0.7250015251,7.791905085,,,,,,,,,,
1242,1,brnn,0.7254751525,8.054880305,,,,,,,,,,
204,1,brnn,0.725983537,8.551388228,,,,,,,,,,
381,1,brnn,0.7263570061,8.679728122,,,,,,,,,,
3872,1,brnn,0.7266442708,7.477167565,,,,,,,,,,
570,1,brnn,0.7267614119,8.077703826,,,,,,,,,,
2479,1,brnn,0.7268149129,8.155231002,,,,,,,,,,
1656,1,brnn,0.72708139,7.965542956,,,,,,,,,,
3828,1,brnn,0.7272739702,8.307362276,,,,,,,,,,
2913,1,brnn,0.7277186091,7.885993105,,,,,,,,,,
3783,1,brnn,0.7277493403,7.68068525,,,,,,,,,,
1386,1,brnn,0.7278154787,8.689502645,,,,,,,,,,
3621,1,brnn,0.7278771811,8.221318514,,,,,,,,,,
2692,1,brnn,0.7280777944,8.055044866,,,,,,,,,,
2998,1,brnn,0.7283256903,8.121696146,,,,,,,,,,
1256,1,brnn,0.7285663348,7.918636118,,,,,,,,,,
145,1,brnn,0.7288439072,8.334054725,,,,,,,,,,
2259,1,brnn,0.7289916559,8.011128022,,,,,,,,,,
2761,1,brnn,0.7290962085,8.476709911,,,,,,,,,,
1875,1,brnn,0.7291739648,8.002026507,,,,,,,,,,
1602,1,brnn,0.7291905304,7.806043788,,,,,,,,,,
1036,1,brnn,0.7292862113,8.094896825,,,,,,,,,,
845,1,brnn,0.7295877542,7.65897975,,,,,,,,,,
2651,1,brnn,0.7296078399,8.226176269,,,,,,,,,,
3356,1,brnn,0.7298624634,8.002746333,,,,,,,,,,
1350,1,brnn,0.7298645447,7.874660345,,,,,,,,,,
1020,1,brnn,0.7299554567,7.962081928,,,,,,,,,,
287,1,brnn,0.7299861497,7.967844373,,,,,,,,,,
826,1,brnn,0.7300922441,8.110948374,,,,,,,,,,
937,1,brnn,0.7301785847,8.29382567,,,,,,,,,,
3270,1,brnn,0.7305412062,7.876974412,,,,,,,,,,
973,1,brnn,0.7306930086,8.00119399,,,,,,,,,,
1566,1,brnn,0.7307349965,7.964568006,,,,,,,,,,
2051,1,brnn,0.7307895161,8.006226225,,,,,,,,,,
2799,1,brnn,0.730969113,7.94187008,,,,,,,,,,
2581,1,brnn,0.731274773,8.148423692,,,,,,,,,,
3448,1,brnn,0.7313092062,8.040359721,,,,,,,,,,
1391,1,brnn,0.7314434775,7.856111912,,,,,,,,,,
515,1,brnn,0.7314496961,8.035944867,,,,,,,,,,
3127,1,brnn,0.7315251787,7.174044239,,,,,,,,,,
2208,1,brnn,0.7316970261,7.60535586,,,,,,,,,,
216,1,brnn,0.7317453534,7.66152692,,,,,,,,,,
854,1,brnn,0.7317708391,7.989570942,,,,,,,,,,
3671,1,brnn,0.7318231093,8.216404447,,,,,,,,,,
2098,1,brnn,0.7320322626,7.817307888,,,,,,,,,,
687,1,brnn,0.7322266829,8.386095538,,,,,,,,,,
2889,1,brnn,0.732687323,8.61330832,,,,,,,,,,
517,1,brnn,0.7327162474,7.827545742,,,,,,,,,,
340,1,brnn,0.7328495938,8.214875193,,,,,,,,,,
3340,1,brnn,0.7332326559,7.820199739,,,,,,,,,,
2223,1,brnn,0.7335503383,7.997533524,,,,,,,,,,
3029,1,brnn,0.733730451,7.85933467,,,,,,,,,,
270,1,brnn,0.7341146146,7.913770846,,,,,,,,,,
3699,1,brnn,0.7341311059,8.338134261,,,,,,,,,,
2481,1,brnn,0.7343166611,8.35233069,,,,,,,,,,
3228,1,brnn,0.7344498233,7.827131288,,,,,,,,,,
1410,1,brnn,0.7346562155,7.993468429,,,,,,,,,,
3141,1,brnn,0.7347519998,8.146446882,,,,,,,,,,
3582,1,brnn,0.7347771443,7.888089757,,,,,,,,,,
1823,1,brnn,0.7355592963,8.343503683,,,,,,,,,,
184,1,brnn,0.7357218115,8.013603363,,,,,,,,,,
2640,1,brnn,0.7360234347,7.699352971,,,,,,,,,,
669,1,brnn,0.7361228129,7.706294024,,,,,,,,,,
571,1,brnn,0.7363724421,8.08813132,,,,,,,,,,
2351,1,brnn,0.7363970291,8.039999778,,,,,,,,,,
1949,1,brnn,0.7366197457,7.63480343,,,,,,,,,,
3393,1,brnn,0.7367271973,7.972940046,,,,,,,,,,
2393,1,brnn,0.7367301061,7.944380438,,,,,,,,,,
3360,1,brnn,0.7368572583,8.163374594,,,,,,,,,,
2102,1,brnn,0.7370072992,7.77364523,,,,,,,,,,
492,1,brnn,0.7370167489,7.945212564,,,,,,,,,,
1717,1,brnn,0.7370729921,8.045721669,,,,,,,,,,
1643,1,brnn,0.7374378105,8.220610665,,,,,,,,,,
847,1,brnn,0.7374428597,8.007602696,,,,,,,,,,
410,1,brnn,0.7378162373,7.56856002,,,,,,,,,,
3444,1,brnn,0.737919271,8.24250996,,,,,,,,,,
1321,1,brnn,0.7379451709,7.813511891,,,,,,,,,,
1008,1,brnn,0.7379536966,8.090296254,,,,,,,,,,
2307,1,brnn,0.7381392225,7.766418586,,,,,,,,,,
3731,1,brnn,0.7382373533,7.905978903,,,,,,,,,,
2239,1,brnn,0.7385553196,8.010397127,,,,,,,,,,
3882,1,brnn,0.7386150717,7.532360477,,,,,,,,,,
130,1,brnn,0.7386935147,8.161213724,,,,,,,,,,
2163,1,brnn,0.7387587497,7.585841521,,,,,,,,,,
1919,1,brnn,0.7388581274,8.256721876,,,,,,,,,,
3359,1,brnn,0.7389017039,7.803235119,,,,,,,,,,
846,1,brnn,0.7390418335,8.280455685,,,,,,,,,,
1642,1,brnn,0.7390603588,8.399560766,,,,,,,,,,
