Dataset seed,Model seed,Model,R^2,MAE,,,,,,,,IQR,Mean,Mediun
1136,4,brnn,0.6509397303,8.819266961,,,,,,,,0.04336118504,0.7993257489,0.8042612433
3998,4,brnn,0.6761893563,8.940137825,,,,,,,,,,
3691,4,brnn,0.6828900303,8.367593228,,,,,,,,,,
2259,4,brnn,0.6852269695,7.8493146,,,,,,,,,,
2651,4,brnn,0.6867130372,8.193271627,,,,,,,,,,
1113,4,brnn,0.6878779458,8.106061163,,,,,,,,,,
2414,4,brnn,0.6881328632,7.798198734,,,,,,,,,,
2112,4,brnn,0.6887254543,8.182704122,,,,,,,,,,
3137,4,brnn,0.6896208444,8.365667448,,,,,,,,,,
3414,4,brnn,0.6904605938,8.328308482,,,,,,,,,,
2448,4,brnn,0.692271338,8.391495457,,,,,,,,,,
2996,4,brnn,0.6932347376,8.334584608,,,,,,,,,,
1475,4,brnn,0.6936816807,7.762806895,,,,,,,,,,
2879,4,brnn,0.695688449,8.299443611,,,,,,,,,,
3585,4,brnn,0.6964225859,8.000413852,,,,,,,,,,
2782,4,brnn,0.696936034,7.849627842,,,,,,,,,,
3393,4,brnn,0.6969969832,8.281154797,,,,,,,,,,
1545,4,brnn,0.6975503575,7.883533469,,,,,,,,,,
1227,4,brnn,0.6976600611,8.451079587,,,,,,,,,,
2719,4,brnn,0.6976708585,8.476998804,,,,,,,,,,
3444,4,brnn,0.6982273089,8.515605274,,,,,,,,,,
804,4,brnn,0.7003884286,8.05785305,,,,,,,,,,
1297,4,brnn,0.7005992821,7.952929563,,,,,,,,,,
255,4,brnn,0.7024486168,8.046464255,,,,,,,,,,
1089,4,brnn,0.7041694196,8.244590953,,,,,,,,,,
732,4,brnn,0.704543509,7.628764611,,,,,,,,,,
2438,4,brnn,0.7045924033,8.027345109,,,,,,,,,,
2873,4,brnn,0.705057999,8.332283053,,,,,,,,,,
1630,4,brnn,0.7050759361,8.142144956,,,,,,,,,,
846,4,brnn,0.7053824761,8.096022883,,,,,,,,,,
3281,4,brnn,0.7058660897,8.348246797,,,,,,,,,,
459,4,brnn,0.7061514816,8.010851828,,,,,,,,,,
3185,4,brnn,0.7064332655,8.284538536,,,,,,,,,,
1354,4,brnn,0.7068012291,8.245561391,,,,,,,,,,
2023,4,brnn,0.7078616858,7.609885436,,,,,,,,,,
121,4,brnn,0.7078741562,7.571523555,,,,,,,,,,
596,4,brnn,0.7081609588,7.760658567,,,,,,,,,,
3014,4,brnn,0.7083856872,8.232160347,,,,,,,,,,
3496,4,brnn,0.7093462759,8.143832446,,,,,,,,,,
3002,4,brnn,0.7093563436,8.160887519,,,,,,,,,,
716,4,brnn,0.7099807535,7.803759465,,,,,,,,,,
3416,4,brnn,0.7105558004,8.027171043,,,,,,,,,,
3477,4,brnn,0.7109080937,8.062795833,,,,,,,,,,
1391,4,brnn,0.7113231115,7.880452379,,,,,,,,,,
899,4,brnn,0.7122563747,8.031526011,,,,,,,,,,
2694,4,brnn,0.7123412461,8.122322749,,,,,,,,,,
2605,4,brnn,0.7125296433,7.953215694,,,,,,,,,,
678,4,brnn,0.7125372355,7.871854819,,,,,,,,,,
935,4,brnn,0.7135325121,7.708940051,,,,,,,,,,
1266,4,brnn,0.7141417293,7.819998096,,,,,,,,,,
2440,4,brnn,0.715015125,7.954491944,,,,,,,,,,
282,4,brnn,0.7150781735,7.749877938,,,,,,,,,,
1323,4,brnn,0.7153682271,8.368903467,,,,,,,,,,
2192,4,brnn,0.7153848688,7.589627734,,,,,,,,,,
539,4,brnn,0.7154526043,7.823645848,,,,,,,,,,
3967,4,brnn,0.7155719774,8.164765991,,,,,,,,,,
1994,4,brnn,0.7159748479,8.3199277,,,,,,,,,,
2925,4,brnn,0.7167033259,7.609673211,,,,,,,,,,
91,4,brnn,0.7167097932,7.049964104,,,,,,,,,,
1392,4,brnn,0.7168285253,7.963504881,,,,,,,,,,
1905,4,brnn,0.7178658932,8.032423994,,,,,,,,,,
2601,4,brnn,0.7179824805,7.36389111,,,,,,,,,,
648,4,brnn,0.7180286421,7.897029863,,,,,,,,,,
1980,4,brnn,0.7181377204,7.636474685,,,,,,,,,,
1352,4,brnn,0.7181484386,8.254796929,,,,,,,,,,
3700,4,brnn,0.718407455,8.199653443,,,,,,,,,,
987,4,brnn,0.7185435956,7.882676352,,,,,,,,,,
3022,4,brnn,0.7186487722,7.869095484,,,,,,,,,,
1339,4,brnn,0.7189387654,7.842603308,,,,,,,,,,
954,4,brnn,0.7189627962,7.193306122,,,,,,,,,,
831,4,brnn,0.7190924992,8.136270676,,,,,,,,,,
14,4,brnn,0.719483273,7.589318336,,,,,,,,,,
3995,4,brnn,0.7195637234,7.546186973,,,,,,,,,,
641,4,brnn,0.7200595667,7.714856516,,,,,,,,,,
679,4,brnn,0.7203852095,7.642657401,,,,,,,,,,
3474,4,brnn,0.7205151408,7.7041919,,,,,,,,,,
2934,4,brnn,0.7206699131,7.461263156,,,,,,,,,,
675,4,brnn,0.7208578063,7.968745356,,,,,,,,,,
3178,4,brnn,0.7209889155,7.735406083,,,,,,,,,,
1933,4,brnn,0.7210373936,7.932812537,,,,,,,,,,
1258,4,brnn,0.721125634,7.718668272,,,,,,,,,,
1090,4,brnn,0.7214166349,7.802250083,,,,,,,,,,
2834,4,brnn,0.7215537419,7.937268729,,,,,,,,,,
1393,4,brnn,0.7215791244,8.043463247,,,,,,,,,,
202,4,brnn,0.7222591504,8.142593808,,,,,,,,,,
1954,4,brnn,0.7223976079,7.455004706,,,,,,,,,,
25,4,brnn,0.7224356304,7.95968695,,,,,,,,,,
2276,4,brnn,0.7225362065,7.658954157,,,,,,,,,,
1386,4,brnn,0.7226586179,8.31302145,,,,,,,,,,
1854,4,brnn,0.7229991702,7.980918731,,,,,,,,,,
2914,4,brnn,0.7232428725,7.797515251,,,,,,,,,,
587,4,brnn,0.7234577146,7.856416988,,,,,,,,,,
3966,4,brnn,0.7235784747,7.763039464,,,,,,,,,,
843,4,brnn,0.723958993,7.60066918,,,,,,,,,,
1020,4,brnn,0.7244481818,7.84524202,,,,,,,,,,
415,4,brnn,0.7246377963,8.034814611,,,,,,,,,,
778,4,brnn,0.7247772533,7.623017849,,,,,,,,,,
561,4,brnn,0.7248467142,7.416310269,,,,,,,,,,
562,4,brnn,0.7248883687,7.34138203,,,,,,,,,,
1458,4,brnn,0.7250110323,7.515555587,,,,,,,,,,
2120,4,brnn,0.7250236222,8.054227251,,,,,,,,,,
2401,4,brnn,0.7254302836,7.974738799,,,,,,,,,,
3705,4,brnn,0.725592449,7.290289411,,,,,,,,,,
1632,4,brnn,0.7259913404,7.770954191,,,,,,,,,,
1606,4,brnn,0.7260576046,8.016626668,,,,,,,,,,
3623,4,brnn,0.7261579792,7.733933043,,,,,,,,,,
435,4,brnn,0.7262513285,7.898570801,,,,,,,,,,
3151,4,brnn,0.7262565837,7.608444033,,,,,,,,,,
3676,4,brnn,0.726289745,7.805270756,,,,,,,,,,
3512,4,brnn,0.7264052359,7.677073992,,,,,,,,,,
2553,4,brnn,0.7264611324,7.557549424,,,,,,,,,,
1350,4,brnn,0.7264695982,7.804300899,,,,,,,,,,
3786,4,brnn,0.7266937555,7.639336503,,,,,,,,,,
2593,4,brnn,0.7267484287,7.486389633,,,,,,,,,,
2683,4,brnn,0.7269384865,8.092953121,,,,,,,,,,
819,4,brnn,0.7270463666,7.356677656,,,,,,,,,,
1146,4,brnn,0.7272952158,7.695222718,,,,,,,,,,
974,4,brnn,0.727578495,8.001973727,,,,,,,,,,
3193,4,brnn,0.7277746312,7.534973544,,,,,,,,,,
3800,4,brnn,0.7278135193,7.79550938,,,,,,,,,,
2003,4,brnn,0.7278217033,7.792229024,,,,,,,,,,
