Dataset seed,Model seed,Model,R^2,MAE,,,,,,,,IQR,Mean,Mediun
1668,1815,bagEarth,0.4367760313,8.725893254,,,,,,,,0.03991415106,0.8089252741,0.8201717888
820,1815,bagEarth,0.4789903414,7.851173949,,,,,,,,,,
1864,1815,bagEarth,0.4821415826,8.647912556,,,,,,,,,,
908,1815,bagEarth,0.4890528124,8.647285516,,,,,,,,,,
1695,1815,bagEarth,0.4938665577,8.698934698,,,,,,,,,,
3658,1815,bagEarth,0.5029983833,8.439681775,,,,,,,,,,
3733,1815,bagEarth,0.5058755328,8.255116802,,,,,,,,,,
3106,1815,bagEarth,0.5237775883,8.264686577,,,,,,,,,,
3083,1815,bagEarth,0.5299245086,7.890314471,,,,,,,,,,
3841,1815,bagEarth,0.5304583631,8.06404528,,,,,,,,,,
3293,1815,bagEarth,0.5323519791,8.288842679,,,,,,,,,,
379,1815,bagEarth,0.5380253562,8.354685716,,,,,,,,,,
896,1815,bagEarth,0.5385289149,8.458189672,,,,,,,,,,
3185,1815,bagEarth,0.54508276,8.195927376,,,,,,,,,,
3705,1815,bagEarth,0.5451334045,8.279449844,,,,,,,,,,
2447,1815,bagEarth,0.5455456772,8.475992784,,,,,,,,,,
3020,1815,bagEarth,0.5481578175,7.937170443,,,,,,,,,,
3701,1815,bagEarth,0.5509470145,8.18753046,,,,,,,,,,
105,1815,bagEarth,0.5602279098,8.438241873,,,,,,,,,,
3069,1815,bagEarth,0.5635223198,8.62262811,,,,,,,,,,
3512,1815,bagEarth,0.5635515656,7.920147521,,,,,,,,,,
2413,1815,bagEarth,0.5660187956,8.004099992,,,,,,,,,,
473,1815,bagEarth,0.5668147759,7.499176118,,,,,,,,,,
2302,1815,bagEarth,0.5678085165,7.954202977,,,,,,,,,,
2969,1815,bagEarth,0.5816189542,7.866575436,,,,,,,,,,
3823,1815,bagEarth,0.589758365,7.842164727,,,,,,,,,,
1533,1815,bagEarth,0.5917009005,7.782392178,,,,,,,,,,
541,1815,bagEarth,0.5926776206,7.515116613,,,,,,,,,,
1424,1815,bagEarth,0.5940394773,8.225289006,,,,,,,,,,
2745,1815,bagEarth,0.5954959749,7.900282899,,,,,,,,,,
409,1815,bagEarth,0.5987586619,7.768905621,,,,,,,,,,
606,1815,bagEarth,0.5988170872,7.919514232,,,,,,,,,,
2387,1815,bagEarth,0.5995692888,8.521903215,,,,,,,,,,
1759,1815,bagEarth,0.5999178181,7.631175247,,,,,,,,,,
388,1815,bagEarth,0.6004976097,7.702883886,,,,,,,,,,
3564,1815,bagEarth,0.6012920808,7.481243939,,,,,,,,,,
247,1815,bagEarth,0.6025447889,8.4813108,,,,,,,,,,
3837,1815,bagEarth,0.6046216727,7.939999648,,,,,,,,,,
1809,1815,bagEarth,0.6052430918,8.199781459,,,,,,,,,,
2352,1815,bagEarth,0.6070017863,7.683374194,,,,,,,,,,
1106,1815,bagEarth,0.6072120769,8.540891593,,,,,,,,,,
611,1815,bagEarth,0.6084646836,8.582115584,,,,,,,,,,
2091,1815,bagEarth,0.609437306,8.221021055,,,,,,,,,,
654,1815,bagEarth,0.612090568,7.72203114,,,,,,,,,,
1788,1815,bagEarth,0.6121394127,8.216432212,,,,,,,,,,
484,1815,bagEarth,0.6125193471,7.582395206,,,,,,,,,,
1391,1815,bagEarth,0.6156150145,8.393261762,,,,,,,,,,
2932,1815,bagEarth,0.6163301041,7.481582187,,,,,,,,,,
3040,1815,bagEarth,0.6171327613,7.720948596,,,,,,,,,,
3887,1815,bagEarth,0.6176352939,8.19933017,,,,,,,,,,
2657,1815,bagEarth,0.6183644068,7.652929151,,,,,,,,,,
1686,1815,bagEarth,0.6185255571,7.852850214,,,,,,,,,,
609,1815,bagEarth,0.6218136365,8.187483564,,,,,,,,,,
360,1815,bagEarth,0.6226250892,7.86588592,,,,,,,,,,
852,1815,bagEarth,0.6246458704,7.731140374,,,,,,,,,,
1498,1815,bagEarth,0.6250626991,7.685199441,,,,,,,,,,
3065,1815,bagEarth,0.6251131779,8.181501898,,,,,,,,,,
2661,1815,bagEarth,0.6256218705,8.602062549,,,,,,,,,,
1824,1815,bagEarth,0.6265136334,7.997294039,,,,,,,,,,
1115,1815,bagEarth,0.6277525466,7.763879636,,,,,,,,,,
3165,1815,bagEarth,0.6304523543,7.68407819,,,,,,,,,,
197,1815,bagEarth,0.6315779569,7.448695482,,,,,,,,,,
2033,1815,bagEarth,0.6329708724,8.348548541,,,,,,,,,,
1127,1815,bagEarth,0.6335495387,7.23330382,,,,,,,,,,
2004,1815,bagEarth,0.6341003008,7.507723701,,,,,,,,,,
1078,1815,bagEarth,0.6341651125,7.691935281,,,,,,,,,,
2190,1815,bagEarth,0.634342145,7.851745132,,,,,,,,,,
3450,1815,bagEarth,0.6345023801,8.208464064,,,,,,,,,,
3597,1815,bagEarth,0.6347200133,8.399944509,,,,,,,,,,
2136,1815,bagEarth,0.6360711156,8.397400248,,,,,,,,,,
3966,1815,bagEarth,0.636763492,7.536174914,,,,,,,,,,
1794,1815,bagEarth,0.6384435493,7.417213511,,,,,,,,,,
3230,1815,bagEarth,0.6398375083,7.832738031,,,,,,,,,,
3592,1815,bagEarth,0.6399933819,7.346280377,,,,,,,,,,
1603,1815,bagEarth,0.6429003709,8.240881414,,,,,,,,,,
3565,1815,bagEarth,0.6451482965,7.764334472,,,,,,,,,,
2622,1815,bagEarth,0.6473468414,7.345846505,,,,,,,,,,
781,1815,bagEarth,0.6497228963,7.91844044,,,,,,,,,,
1803,1815,bagEarth,0.649815305,7.991511408,,,,,,,,,,
1293,1815,bagEarth,0.6502534862,7.705717321,,,,,,,,,,
2460,1815,bagEarth,0.6509597062,7.606275617,,,,,,,,,,
2716,1815,bagEarth,0.6531184524,8.011315973,,,,,,,,,,
511,1815,bagEarth,0.6537435189,7.571714404,,,,,,,,,,
2642,1815,bagEarth,0.6543359762,7.777960577,,,,,,,,,,
