Dataset seed,Model seed,Model,R^2,MAE,,,,,,,,IQR,Mean,Mediun
2192,1,bagEarth,0.8713839463,5.889734161,,,,,,,,0.04232646967,0.7819758246,0.7842006577
1933,1,bagEarth,0.8712907797,6.034870819,,,,,,,,,,
1986,1,bagEarth,0.8681713815,6.478486216,,,,,,,,,,
627,1,bagEarth,0.8637487373,6.176129054,,,,,,,,,,
353,1,bagEarth,0.863402423,6.285878493,,,,,,,,,,
1688,1,bagEarth,0.8623794301,6.008712818,,,,,,,,,,
1652,1,bagEarth,0.8593190884,6.218700397,,,,,,,,,,
3526,1,bagEarth,0.8593051777,6.29235149,,,,,,,,,,
3658,1,bagEarth,0.8591557865,6.288489602,,,,,,,,,,
1969,1,bagEarth,0.858365636,6.211865044,,,,,,,,,,
2054,1,bagEarth,0.8573336695,6.182314632,,,,,,,,,,
3853,1,bagEarth,0.8559466897,6.160186555,,,,,,,,,,
3744,1,bagEarth,0.8558882422,6.251065925,,,,,,,,,,
3126,1,bagEarth,0.8543972106,6.204961074,,,,,,,,,,
1101,1,bagEarth,0.8539547231,6.324908241,,,,,,,,,,
3900,1,bagEarth,0.8528199402,6.411325157,,,,,,,,,,
1561,1,bagEarth,0.8527283344,6.424569596,,,,,,,,,,
3981,1,bagEarth,0.8526069351,6.33873904,,,,,,,,,,
3469,1,bagEarth,0.8523751364,6.103103886,,,,,,,,,,
3045,1,bagEarth,0.8520566761,6.165312945,,,,,,,,,,
3943,1,bagEarth,0.8517246036,6.071228405,,,,,,,,,,
209,1,bagEarth,0.8512052512,6.644652324,,,,,,,,,,
2479,1,bagEarth,0.8511321027,6.184514811,,,,,,,,,,
431,1,bagEarth,0.8510689461,5.995630198,,,,,,,,,,
2608,1,bagEarth,0.8508898261,6.475633772,,,,,,,,,,
1250,1,bagEarth,0.8506781337,6.361468815,,,,,,,,,,
944,1,bagEarth,0.8505780104,6.379651454,,,,,,,,,,
329,1,bagEarth,0.850511174,6.367489758,,,,,,,,,,
2440,1,bagEarth,0.8504777064,6.410262933,,,,,,,,,,
695,1,bagEarth,0.8504147091,6.352889793,,,,,,,,,,
3504,1,bagEarth,0.8504069709,6.683362824,,,,,,,,,,
2770,1,bagEarth,0.8503230105,6.287959869,,,,,,,,,,
3208,1,bagEarth,0.8492640092,6.916967014,,,,,,,,,,
