Dataset seed,Model seed,Model,R^2,MAE,,,,,,,,IQR,Mean,Mediun
1860,1,rf,0.744011901,7.976791253,,,,,,,,0.02910825279,0.8190673909,0.8197397142
1624,1,rf,0.7450290832,8.369756738,,,,,,,,,,
2264,1,rf,0.7466543474,8.155403546,,,,,,,,,,
3851,1,rf,0.7497270448,7.921733097,,,,,,,,,,
2005,1,rf,0.7542677779,7.753511111,,,,,,,,,,
1196,1,rf,0.7544472719,7.87258227,,,,,,,,,,
801,1,rf,0.7562677001,7.734803073,,,,,,,,,,
249,1,rf,0.7566987802,7.626255083,,,,,,,,,,
1684,1,rf,0.756905432,8.020775177,,,,,,,,,,
560,1,rf,0.7595378789,7.918354374,,,,,,,,,,
1875,1,rf,0.7603676876,7.984023404,,,,,,,,,,
49,1,rf,0.7606360495,8.497641371,,,,,,,,,,
136,1,rf,0.760976952,7.834673286,,,,,,,,,,
2548,1,rf,0.7611444612,7.941771158,,,,,,,,,,
274,1,rf,0.761272247,7.907888416,,,,,,,,,,
2935,1,rf,0.761792578,8.068453901,,,,,,,,,,
234,1,rf,0.7620103114,8.309137352,,,,,,,,,,
2716,1,rf,0.7626783523,7.691858865,,,,,,,,,,
3091,1,rf,0.7626810385,8.027626241,,,,,,,,,,
2538,1,rf,0.7630377954,8.345372813,,,,,,,,,,
1015,1,rf,0.7630500246,8.752850827,,,,,,,,,,
193,1,rf,0.7631631172,7.960879905,,,,,,,,,,
1693,1,rf,0.7631815448,7.936801182,,,,,,,,,,
3577,1,rf,0.7631942619,7.805881797,,,,,,,,,,
2600,1,rf,0.7633843287,8.015676832,,,,,,,,,,
707,1,rf,0.7635207682,7.939720095,,,,,,,,,,
2526,1,rf,0.7639339094,7.443311111,,,,,,,,,,
2285,1,rf,0.7646476382,8.233680851,,,,,,,,,,
3317,1,rf,0.7648059822,7.669194326,,,,,,,,,,
2158,1,rf,0.7650125129,7.921413239,,,,,,,,,,
1057,1,rf,0.7650357963,7.511013712,,,,,,,,,,
1254,1,rf,0.7652246236,7.858104965,,,,,,,,,,
2469,1,rf,0.7660617936,8.099613712,,,,,,,,,,
3709,1,rf,0.766478053,8.005409693,,,,,,,,,,
3181,1,rf,0.7669560555,7.85470331,,,,,,,,,,
3500,1,rf,0.767241762,8.129755083,,,,,,,,,,
2243,1,rf,0.7673145089,7.942819858,,,,,,,,,,
1062,1,rf,0.767461901,7.94649409,,,,,,,,,,
873,1,rf,0.7677492478,7.88835792,,,,,,,,,,
2359,1,rf,0.7677885296,8.022277069,,,,,,,,,,
1756,1,rf,0.7678759888,7.522607565,,,,,,,,,,
1256,1,rf,0.7679407451,7.69296052,,,,,,,,,,
3954,1,rf,0.7683675896,8.090985343,,,,,,,,,,
1330,1,rf,0.7684238569,7.834676596,,,,,,,,,,
1966,1,rf,0.7686028487,7.71830591,,,,,,,,,,
1110,1,rf,0.7689394481,7.949956738,,,,,,,,,,
2178,1,rf,0.7689542726,7.883748227,,,,,,,,,,
3879,1,rf,0.769231586,7.885245863,,,,,,,,,,
701,1,rf,0.7693612566,7.733954846,,,,,,,,,,
2537,1,rf,0.7694063194,7.547345863,,,,,,,,,,
3575,1,rf,0.7694232201,8.103670213,,,,,,,,,,
2150,1,rf,0.769465666,7.636885579,,,,,,,,,,
1459,1,rf,0.7696187528,7.660689125,,,,,,,,,,
