Dataset seed,Model seed,Model,R^2,MAE,,,,,,,,IQR,Mean,Mediun
1860,1,bstTree,0.7483701764,8.010326352,,,,,,,,0.02837569772,0.8242545707,0.8244243388
1624,1,bstTree,0.7509801024,8.189632094,,,,,,,,,,
2716,1,bstTree,0.7522583399,8.029477121,,,,,,,,,,
2264,1,bstTree,0.7547577368,7.829692245,,,,,,,,,,
3851,1,bstTree,0.7594417358,7.862965579,,,,,,,,,,
1875,1,bstTree,0.7600528351,8.055726321,,,,,,,,,,
2537,1,bstTree,0.7622748473,7.622640833,,,,,,,,,,
2243,1,bstTree,0.7632812724,7.965060221,,,,,,,,,,
2600,1,bstTree,0.7636057357,7.980669995,,,,,,,,,,
274,1,bstTree,0.764167555,7.783365742,,,,,,,,,,
2687,1,bstTree,0.7642190041,8.156044793,,,,,,,,,,
2629,1,bstTree,0.7657996064,7.796527907,,,,,,,,,,
249,1,bstTree,0.7660602447,7.757901359,,,,,,,,,,
1196,1,bstTree,0.7667453038,7.716397454,,,,,,,,,,
136,1,bstTree,0.7668384417,7.960299014,,,,,,,,,,
1457,1,bstTree,0.7669055662,8.126935768,,,,,,,,,,
873,1,bstTree,0.7671117807,7.712940672,,,,,,,,,,
2005,1,bstTree,0.7672759966,7.655513198,,,,,,,,,,
1575,1,bstTree,0.7674681559,8.345928046,,,,,,,,,,
3954,1,bstTree,0.7676810277,8.018059747,,,,,,,,,,
2768,1,bstTree,0.7685641469,7.601430261,,,,,,,,,,
2338,1,bstTree,0.7689803938,8.097250416,,,,,,,,,,
2548,1,bstTree,0.7690104238,7.981635749,,,,,,,,,,
3317,1,bstTree,0.7696280871,7.730513201,,,,,,,,,,
612,1,bstTree,0.77042641,7.422478483,,,,,,,,,,
2851,1,bstTree,0.7710952367,7.955280249,,,,,,,,,,
707,1,bstTree,0.7711962823,7.811147962,,,,,,,,,,
3544,1,bstTree,0.771433332,7.778387712,,,,,,,,,,
1057,1,bstTree,0.7714591566,7.320414631,,,,,,,,,,
2566,1,bstTree,0.7715233102,7.827601747,,,,,,,,,,
1254,1,bstTree,0.7715329758,7.748222018,,,,,,,,,,
801,1,bstTree,0.7715481165,7.537025589,,,,,,,,,,
860,1,bstTree,0.7716022498,7.630686464,,,,,,,,,,
1062,1,bstTree,0.7720249555,7.746887288,,,,,,,,,,
3887,1,bstTree,0.7721592715,7.498195146,,,,,,,,,,
193,1,bstTree,0.7725032974,7.636110228,,,,,,,,,,
1745,1,bstTree,0.7731664961,7.843900681,,,,,,,,,,
3513,1,bstTree,0.7731709746,7.629765943,,,,,,,,,,
