Model,R2,MAE,RMSE,Dataset.seed,Training.seed,Threshold.scope,Imputation.scope
bagEarthGCV,0.9055335393,5.514281477,6.846356881,3125,1,full_before_split,split_separate
bagEarthGCV,0.8967548696,5.375883047,7.187854265,3746,1,full_before_split,split_separate
bagEarthGCV,0.8953035405,5.298891668,6.599415989,535,1,full_before_split,split_separate
bagEarthGCV,0.8933031901,5.580273941,7.087941967,1159,1,full_before_split,split_separate
bagEarthGCV,0.8925631317,5.721166924,7.142582204,2289,1,full_before_split,split_separate
bagEarthGCV,0.891028505,5.480639499,6.871303508,3034,1,full_before_split,split_separate
bagEarthGCV,0.890229266,5.20349977,6.865075269,1744,1,full_before_split,split_separate
bagEarthGCV,0.8889529106,5.656745596,7.245378332,1362,1,full_before_split,split_separate
bagEarthGCV,0.8871400263,5.662154187,7.186624473,88,1,full_before_split,split_separate
bagEarthGCV,0.8871129808,5.605528976,6.960016729,2096,1,full_before_split,split_separate
bagEarthGCV,0.8863716765,5.779519207,7.316824293,3267,1,full_before_split,split_separate
bagEarthGCV,0.8863353212,5.310374042,6.893294647,3436,1,full_before_split,split_separate
bagEarthGCV,0.8843504997,5.572716441,7.12438858,1196,1,full_before_split,split_separate
bagEarthGCV,0.8839724075,5.655838314,7.269038733,1920,1,full_before_split,split_separate
bagEarthGCV,0.8838172936,5.694953796,7.187690814,2650,1,full_before_split,split_separate
bagEarthGCV,0.8836210447,5.623221173,7.173062301,2661,1,full_before_split,split_separate
bagEarthGCV,0.8835613349,5.50536615,7.215124872,1055,1,full_before_split,split_separate
bagEarthGCV,0.8831260357,5.629838504,7.439453868,198,1,full_before_split,split_separate
bagEarthGCV,0.8830610348,5.892341509,7.176857355,2233,1,full_before_split,split_separate
bagEarthGCV,0.8830471343,5.307015869,7.225374737,2470,1,full_before_split,split_separate
bagEarthGCV,0.882686112,5.290205923,7.210571026,1989,1,full_before_split,split_separate
bagEarthGCV,0.8821261802,5.849766156,7.405076776,19,1,full_before_split,split_separate
bagEarthGCV,0.8820776145,5.466879889,7.292221715,2507,1,full_before_split,split_separate
bagEarthGCV,0.8818265517,5.567553595,7.10416019,1052,1,full_before_split,split_separate
bagEarthGCV,0.8817901892,5.488878003,7.107868988,2241,1,full_before_split,split_separate
bagEarthGCV,0.8816788177,5.891718139,7.288477808,2016,1,full_before_split,split_separate
bagEarthGCV,0.8816349128,5.670217608,7.29994968,2047,1,full_before_split,split_separate
bagEarthGCV,0.881528508,5.857623471,7.368905495,3683,1,full_before_split,split_separate
bagEarthGCV,0.8814606483,5.973126246,7.506234325,1349,1,full_before_split,split_separate
bagEarthGCV,0.8814226568,5.75877106,7.598161965,2933,1,full_before_split,split_separate
bagEarthGCV,0.8806868779,5.817556303,7.421660172,2745,1,full_before_split,split_separate
bagEarthGCV,0.8805931487,5.599158651,7.327201122,3526,1,full_before_split,split_separate
bagEarthGCV,0.8805497405,6.014531305,7.417507493,320,1,full_before_split,split_separate
bagEarthGCV,0.8805201135,5.662963236,7.445963682,61,1,full_before_split,split_separate
bagEarthGCV,0.8802400942,5.772343333,7.306763236,2098,1,full_before_split,split_separate
bagEarthGCV,0.8802272909,5.690323286,7.439581535,979,1,full_before_split,split_separate
bagEarthGCV,0.8802147895,5.626244225,7.471704927,3672,1,full_before_split,split_separate
bagEarthGCV,0.8802112794,5.750136663,7.079858418,380,1,full_before_split,split_separate
bagEarthGCV,0.8798346755,5.800126179,7.3218036,3789,1,full_before_split,split_separate
bagEarthGCV,0.879380329,5.769887316,7.38031593,921,1,full_before_split,split_separate
bagEarthGCV,0.8791680453,5.54198478,7.292071259,3694,1,full_before_split,split_separate
bagEarthGCV,0.8791020588,5.699611117,7.321823466,2223,1,full_before_split,split_separate
bagEarthGCV,0.878980761,5.828732024,7.595950905,3625,1,full_before_split,split_separate
bagEarthGCV,0.8789512399,5.856342027,7.476827346,1051,1,full_before_split,split_separate
bagEarthGCV,0.8786139254,5.793472375,7.55706996,1934,1,full_before_split,split_separate
bagEarthGCV,0.8785577827,5.654705937,7.391359127,3978,1,full_before_split,split_separate
bagEarthGCV,0.8785278199,6.030747727,7.533686199,3583,1,full_before_split,split_separate
bagEarthGCV,0.8784005392,5.375987907,7.466660032,2035,1,full_before_split,split_separate
bagEarthGCV,0.8782938384,5.729490241,7.346343885,1704,1,full_before_split,split_separate
bagEarthGCV,0.8782817034,6.119290374,7.540845636,3617,1,full_before_split,split_separate
bagEarthGCV,0.8782589156,5.907221348,7.290889591,3607,1,full_before_split,split_separate
bagEarthGCV,0.8782026635,5.62545224,7.430083583,3221,1,full_before_split,split_separate
bagEarthGCV,0.8782020297,5.61127717,7.433305274,3524,1,full_before_split,split_separate
bagEarthGCV,0.8782003449,5.855846209,7.221140504,1066,1,full_before_split,split_separate
bagEarthGCV,0.8781918896,5.388773831,7.218703133,1109,1,full_before_split,split_separate
bagEarthGCV,0.878039675,5.768368953,7.406664944,735,1,full_before_split,split_separate
bagEarthGCV,0.8780041736,5.940402085,7.340938658,3441,1,full_before_split,split_separate
bagEarthGCV,0.8779659626,5.590447181,7.226245181,402,1,full_before_split,split_separate
bagEarthGCV,0.8777962245,5.832124083,7.678016331,1696,1,full_before_split,split_separate
bagEarthGCV,0.8777942741,5.78902983,7.185393612,1917,1,full_before_split,split_separate
bagEarthGCV,0.8777698919,5.986454367,7.484871816,693,1,full_before_split,split_separate
bagEarthGCV,0.8777607201,5.672639997,7.333703175,962,1,full_before_split,split_separate
bagEarthGCV,0.8776198432,5.846355629,7.71603269,1582,1,full_before_split,split_separate
bagEarthGCV,0.8774962506,5.87165724,7.495372497,825,1,full_before_split,split_separate
bagEarthGCV,0.8774611851,5.941114365,7.324284778,234,1,full_before_split,split_separate
bagEarthGCV,0.8773231912,5.739943697,7.24087614,591,1,full_before_split,split_separate
bagEarthGCV,0.8772034565,5.71371805,7.138888389,1204,1,full_before_split,split_separate
bagEarthGCV,0.8770400409,6.140665568,7.590234929,1469,1,full_before_split,split_separate
bagEarthGCV,0.8769203112,5.822767092,7.340221524,1452,1,full_before_split,split_separate
bagEarthGCV,0.8766102237,5.462875884,7.267765264,2084,1,full_before_split,split_separate
bagEarthGCV,0.876590223,5.919875813,7.474168136,130,1,full_before_split,split_separate
bagEarthGCV,0.8762873286,5.682120526,7.352223016,1413,1,full_before_split,split_separate
bagEarthGCV,0.8762812995,5.904281404,7.644508017,852,1,full_before_split,split_separate
bagEarthGCV,0.876243895,5.51952956,7.20426672,3420,1,full_before_split,split_separate
bagEarthGCV,0.8762398635,6.006118858,7.652549051,164,1,full_before_split,split_separate
bagEarthGCV,0.8762296134,5.917997347,7.440713985,933,1,full_before_split,split_separate
bagEarthGCV,0.8760819324,5.729846048,7.620695868,2978,1,full_before_split,split_separate
bagEarthGCV,0.8759676294,5.906774231,7.503997606,2101,1,full_before_split,split_separate
bagEarthGCV,0.8759517931,6.043824232,7.509920015,3953,1,full_before_split,split_separate
bagEarthGCV,0.8759011802,5.919554328,7.675448905,3700,1,full_before_split,split_separate
bagEarthGCV,0.8757308315,5.743076279,7.371356498,3759,1,full_before_split,split_separate
bagEarthGCV,0.875674598,5.99537533,7.497809392,3785,1,full_before_split,split_separate
bagEarthGCV,0.8756117884,5.91774644,7.641527871,1962,1,full_before_split,split_separate
bagEarthGCV,0.8755984088,5.977573627,7.441249918,2170,1,full_before_split,split_separate
bagEarthGCV,0.8754675485,5.52752592,7.283692181,3215,1,full_before_split,split_separate
bagEarthGCV,0.8752455215,5.996271037,7.50980158,2763,1,full_before_split,split_separate
bagEarthGCV,0.8751353577,5.790009496,7.669007921,1137,1,full_before_split,split_separate
bagEarthGCV,0.8751317813,5.616604335,7.473126007,1337,1,full_before_split,split_separate
bagEarthGCV,0.8751068742,5.807264778,7.455201081,1716,1,full_before_split,split_separate
bagEarthGCV,0.875096271,5.887623992,7.383298886,1939,1,full_before_split,split_separate
bagEarthGCV,0.875041727,5.87215953,7.621492301,1313,1,full_before_split,split_separate
bagEarthGCV,0.8750281933,6.047688981,7.585609046,413,1,full_before_split,split_separate
bagEarthGCV,0.8750132753,5.895570647,7.426798379,3832,1,full_before_split,split_separate
bagEarthGCV,0.8749721504,6.162457327,7.605887273,274,1,full_before_split,split_separate
bagEarthGCV,0.8749584932,5.631535782,7.598882571,1148,1,full_before_split,split_separate
bagEarthGCV,0.8749580865,5.814425703,7.388377591,2346,1,full_before_split,split_separate
bagEarthGCV,0.8748925753,6.021305751,7.504645756,2863,1,full_before_split,split_separate
bagEarthGCV,0.8748002591,5.809048272,7.370535799,1131,1,full_before_split,split_separate
bagEarthGCV,0.8746230988,5.716624975,7.308557885,3377,1,full_before_split,split_separate
bagEarthGCV,0.8746206059,5.714863102,7.648181049,3989,1,full_before_split,split_separate
bagEarthGCV,0.8745960354,5.619892859,7.230945704,2312,1,full_before_split,split_separate
bagEarthGCV,0.8742038849,5.836885506,7.441414144,3807,1,full_before_split,split_separate
bagEarthGCV,0.8741190753,5.810703567,7.328033405,3829,1,full_before_split,split_separate
bagEarthGCV,0.8741126457,5.669837584,7.369449836,1501,1,full_before_split,split_separate
bagEarthGCV,0.8737111437,6.042130187,7.622579152,1963,1,full_before_split,split_separate
bagEarthGCV,0.8736982716,5.923202222,7.377285843,2363,1,full_before_split,split_separate
bagEarthGCV,0.8736829901,5.827064983,7.621381488,354,1,full_before_split,split_separate
bagEarthGCV,0.8736458281,6.1207067,7.442821676,293,1,full_before_split,split_separate
bagEarthGCV,0.8735065687,5.848067939,7.320565898,2051,1,full_before_split,split_separate
bagEarthGCV,0.8734979395,6.01816928,7.805143304,3718,1,full_before_split,split_separate
bagEarthGCV,0.8734306522,6.085577752,7.802549112,1509,1,full_before_split,split_separate
bagEarthGCV,0.8732877104,5.703632331,7.44183717,2317,1,full_before_split,split_separate
bagEarthGCV,0.8732177757,5.675539477,7.525137987,3641,1,full_before_split,split_separate
bagEarthGCV,0.8730742668,5.789702112,7.473768947,2224,1,full_before_split,split_separate
bagEarthGCV,0.8728443036,6.058863824,7.534441999,216,1,full_before_split,split_separate
bagEarthGCV,0.8728403349,5.979350275,7.731403349,1824,1,full_before_split,split_separate
bagEarthGCV,0.8728090528,5.805631288,7.711714716,3699,1,full_before_split,split_separate
bagEarthGCV,0.8728054348,5.71488342,7.329482145,1560,1,full_before_split,split_separate
