Dataset seed,Model seed,Model,R^2,MAE,,,,,,,,IQR,Mean,Mediun
3721,3210,ranger,0.6991912642,8.603379905,,,,,,,,0.03212109798,0.8204464052,0.8211974731
3048,3210,ranger,0.7346346937,8.297267376,,,,,,,,,,
394,3210,ranger,0.7364175944,7.745214657,,,,,,,,,,
3032,3210,ranger,0.7371688161,8.126180378,,,,,,,,,,
3544,3210,ranger,0.739515784,7.996368085,,,,,,,,,,
3353,3210,ranger,0.7445036903,7.82724279,,,,,,,,,,
1162,3210,ranger,0.7456227056,7.803923404,,,,,,,,,,
1281,3210,ranger,0.746151054,8.092147281,,,,,,,,,,
1997,3210,ranger,0.7483560845,8.24571773,,,,,,,,,,
2173,3210,ranger,0.7499838542,8.011389125,,,,,,,,,,
121,3210,ranger,0.7510124246,7.757631678,,,,,,,,,,
2779,3210,ranger,0.7518833081,8.216511111,,,,,,,,,,
403,3210,ranger,0.752228002,8.174993381,,,,,,,,,,
2560,3210,ranger,0.7523056953,7.487435697,,,,,,,,,,
3445,3210,ranger,0.7524548214,7.73429409,,,,,,,,,,
255,3210,ranger,0.7531714333,7.330104728,,,,,,,,,,
2239,3210,ranger,0.7533349593,7.707683688,,,,,,,,,,
849,3210,ranger,0.7533553714,7.393332151,,,,,,,,,,
1342,3210,ranger,0.7534359112,7.9019513,,,,,,,,,,
847,3210,ranger,0.7550917943,8.109746336,,,,,,,,,,
888,3210,ranger,0.7555935402,7.820647281,,,,,,,,,,
692,3210,ranger,0.7558591077,8.0175,,,,,,,,,,
2174,3210,ranger,0.7558926467,7.772483688,,,,,,,,,,
771,3210,ranger,0.7570794447,7.955050827,,,,,,,,,,
1208,3210,ranger,0.7571174124,7.736497872,,,,,,,,,,
2985,3210,ranger,0.7577534041,7.748498109,,,,,,,,,,
2321,3210,ranger,0.75827143,8.229526478,,,,,,,,,,
2537,3210,ranger,0.758927726,7.423704728,,,,,,,,,,
422,3210,ranger,0.7589810928,7.675807565,,,,,,,,,,
1995,3210,ranger,0.7591542181,8.045686052,,,,,,,,,,
2381,3210,ranger,0.7593532492,8.004515366,,,,,,,,,,
3685,3210,ranger,0.7599744892,8.156817021,,,,,,,,,,
494,3210,ranger,0.7608115076,7.87922435,,,,,,,,,,
3342,3210,ranger,0.7612740202,7.622106147,,,,,,,,,,
1549,3210,ranger,0.7612917017,8.12780922,,,,,,,,,,
132,3210,ranger,0.7612943107,7.419689362,,,,,,,,,,
136,3210,ranger,0.7613773409,7.814934515,,,,,,,,,,
3220,3210,ranger,0.7615155888,7.898120567,,,,,,,,,,
2981,3210,ranger,0.762254026,7.745838771,,,,,,,,,,
1768,3210,ranger,0.7627510162,7.747615839,,,,,,,,,,
1227,3210,ranger,0.7627735436,7.716437589,,,,,,,,,,
531,3210,ranger,0.7635088294,7.93614279,,,,,,,,,,
3723,3210,ranger,0.7638447931,7.953879433,,,,,,,,,,
729,3210,ranger,0.764026035,7.86105721,,,,,,,,,,
2511,3210,ranger,0.7640768946,7.667972104,,,,,,,,,,
2769,3210,ranger,0.764132785,7.759959811,,,,,,,,,,
1666,3210,ranger,0.76416663,7.708358156,,,,,,,,,,
973,3210,ranger,0.7644786353,7.631483452,,,,,,,,,,
3172,3210,ranger,0.7644993604,7.469523168,,,,,,,,,,
586,3210,ranger,0.7645568198,7.734961229,,,,,,,,,,
502,3210,ranger,0.7646967538,7.605700473,,,,,,,,,,
2968,3210,ranger,0.7649552801,8.001370213,,,,,,,,,,
457,3210,ranger,0.7650785123,7.777791962,,,,,,,,,,
515,3210,ranger,0.7651616743,7.87196643,,,,,,,,,,
873,3210,ranger,0.7653652569,7.212550355,,,,,,,,,,
1912,3210,ranger,0.7657132005,7.854245863,,,,,,,,,,
340,3210,ranger,0.765718339,8.167512057,,,,,,,,,,
2775,3210,ranger,0.7657251295,7.628376123,,,,,,,,,,
954,3210,ranger,0.7657989572,7.601440662,,,,,,,,,,
3666,3210,ranger,0.7659371348,7.558059338,,,,,,,,,,
2,3210,ranger,0.7664392262,7.509393853,,,,,,,,,,
268,3210,ranger,0.76665433,8.042772104,,,,,,,,,,
2571,3210,ranger,0.7668065742,7.564246336,,,,,,,,,,
256,3210,ranger,0.7669467866,7.649769504,,,,,,,,,,
747,3210,ranger,0.7669959601,7.784313239,,,,,,,,,,
974,3210,ranger,0.7670427021,7.563907092,,,,,,,,,,
2337,3210,ranger,0.7671621485,7.713778723,,,,,,,,,,
700,3210,ranger,0.7674239164,7.765792908,,,,,,,,,,
202,3210,ranger,0.7676202489,7.994307092,,,,,,,,,,
1173,3210,ranger,0.7676421985,7.544470213,,,,,,,,,,
1937,3210,ranger,0.7676730755,7.392647991,,,,,,,,,,
3162,3210,ranger,0.7680017451,7.367649882,,,,,,,,,,
2430,3210,ranger,0.7680587142,8.094086288,,,,,,,,,,
2006,3210,ranger,0.7680680188,7.711520331,,,,,,,,,,
1974,3210,ranger,0.7681848225,7.576755319,,,,,,,,,,
1050,3210,ranger,0.7684097832,7.867462648,,,,,,,,,,
44,3210,ranger,0.7689982107,7.249975177,,,,,,,,,,
74,3210,ranger,0.7691185376,7.310881087,,,,,,,,,,
2421,3210,ranger,0.769121615,7.722932151,,,,,,,,,,
134,3210,ranger,0.769437126,7.457875887,,,,,,,,,,
1817,3210,ranger,0.7694387336,7.628495508,,,,,,,,,,
2799,3210,ranger,0.7695682516,7.681877305,,,,,,,,,,
2184,3210,ranger,0.7695747326,7.415553191,,,,,,,,,,
3897,3210,ranger,0.7695964698,7.82695792,,,,,,,,,,
2629,3210,ranger,0.7696771779,7.479377069,,,,,,,,,,
306,3210,ranger,0.7697729912,8.180947281,,,,,,,,,,
251,3210,ranger,0.7698289822,7.574458865,,,,,,,,,,
3637,3210,ranger,0.7699263405,7.575749882,,,,,,,,,,
3270,3210,ranger,0.7700644436,7.557079669,,,,,,,,,,
2162,3210,ranger,0.7704974319,7.245210875,,,,,,,,,,
962,3210,ranger,0.7707350935,7.641332151,,,,,,,,,,
1596,3210,ranger,0.7707713361,7.525972813,,,,,,,,,,
2570,3210,ranger,0.7708732605,7.670556501,,,,,,,,,,
2615,3210,ranger,0.7710738367,7.600318913,,,,,,,,,,
578,3210,ranger,0.771129356,7.759689362,,,,,,,,,,
2016,3210,ranger,0.7713509024,7.740865721,,,,,,,,,,
291,3210,ranger,0.7715303454,7.422835225,,,,,,,,,,
716,3210,ranger,0.7716190161,7.588991489,,,,,,,,,,
562,3210,ranger,0.7716295098,7.674419149,,,,,,,,,,
379,3210,ranger,0.7718126054,7.395925059,,,,,,,,,,
2563,3210,ranger,0.771860965,7.350562884,,,,,,,,,,
739,3210,ranger,0.7718679403,7.39659409,,,,,,,,,,
178,3210,ranger,0.7719313963,8.013529787,,,,,,,,,,
1952,3210,ranger,0.7720508199,8.016333333,,,,,,,,,,
319,3210,ranger,0.7724664912,7.848303783,,,,,,,,,,
2192,3210,ranger,0.7725054851,7.461713239,,,,,,,,,,
1609,3210,ranger,0.772575462,7.401071868,,,,,,,,,,
2806,3210,ranger,0.7725879344,7.242507329,,,,,,,,,,
1777,3210,ranger,0.7726365548,7.40905792,,,,,,,,,,
728,3210,ranger,0.7728682798,7.556820804,,,,,,,,,,
2186,3210,ranger,0.7728938734,7.816367612,,,,,,,,,,
1540,3210,ranger,0.7730523375,7.54548487,,,,,,,,,,
3278,3210,ranger,0.7731508839,7.520567139,,,,,,,,,,
1472,3210,ranger,0.7733340413,7.600608038,,,,,,,,,,
3378,3210,ranger,0.7734129262,7.509246099,,,,,,,,,,
3259,3210,ranger,0.7734429416,7.721389598,,,,,,,,,,
3231,3210,ranger,0.7734434351,7.359613475,,,,,,,,,,
1514,3210,ranger,0.7734874067,7.514565957,,,,,,,,,,
43,3210,ranger,0.7734927935,7.519947045,,,,,,,,,,
1017,3210,ranger,0.7736420047,7.684693617,,,,,,,,,,
3851,3210,ranger,0.7737327199,7.404806383,,,,,,,,,,
3449,3210,ranger,0.773896169,7.71650591,,,,,,,,,,
2889,3210,ranger,0.7739088646,7.697428842,,,,,,,,,,
3954,3210,ranger,0.7740971522,7.312374704,,,,,,,,,,
2054,3210,ranger,0.7741691102,7.622905437,,,,,,,,,,
2772,3210,ranger,0.7742627751,7.77281513,,,,,,,,,,
100,3210,ranger,0.7742933716,7.555441844,,,,,,,,,,
2077,3210,ranger,0.7745071763,7.498775177,,,,,,,,,,
3244,3210,ranger,0.7745852123,7.64631844,,,,,,,,,,
1528,3210,ranger,0.774589756,7.018067376,,,,,,,,,,
3994,3210,ranger,0.774669618,7.533385343,,,,,,,,,,
234,3210,ranger,0.774703918,7.838658392,,,,,,,,,,
3433,3210,ranger,0.7748116151,7.390504019,,,,,,,,,,
2761,3210,ranger,0.774915883,7.425065485,,,,,,,,,,
1726,3210,ranger,0.7749673567,7.689546572,,,,,,,,,,
699,3210,ranger,0.7751216417,7.743159102,,,,,,,,,,
1980,3210,ranger,0.775145104,7.367143026,,,,,,,,,,
3393,3210,ranger,0.775671895,7.349562411,,,,,,,,,,
921,3210,ranger,0.7756873074,7.29660331,,,,,,,,,,
2786,3210,ranger,0.7757184585,7.677297636,,,,,,,,,,
3875,3210,ranger,0.7757443927,7.754147518,,,,,,,,,,
1871,3210,ranger,0.7758792134,7.872709693,,,,,,,,,,
489,3210,ranger,0.7760155287,7.603899054,,,,,,,,,,
3619,3210,ranger,0.7760632589,7.456861229,,,,,,,,,,
2646,3210,ranger,0.776120743,7.44457234,,,,,,,,,,
2935,3210,ranger,0.7761797303,7.787406856,,,,,,,,,,
2555,3210,ranger,0.7762374423,7.548377778,,,,,,,,,,
443,3210,ranger,0.77636701,7.808050355,,,,,,,,,,
2214,3210,ranger,0.776473366,7.163352482,,,,,,,,,,
1271,3210,ranger,0.7765379385,7.390184161,,,,,,,,,,
725,3210,ranger,0.7767679993,7.468414657,,,,,,,,,,
1544,3210,ranger,0.7769766539,7.406044208,,,,,,,,,,
1943,3210,ranger,0.7771138702,7.767296454,,,,,,,,,,
710,3210,ranger,0.7771847148,7.357219385,,,,,,,,,,
1675,3210,ranger,0.7771996336,7.34081253,,,,,,,,,,
2668,3210,ranger,0.7773495759,7.233145154,,,,,,,,,,
1994,3210,ranger,0.7773654564,7.469070213,,,,,,,,,,
2490,3210,ranger,0.7774743027,7.338788889,,,,,,,,,,
2216,3210,ranger,0.777563521,7.471740426,,,,,,,,,,
2088,3210,ranger,0.7776029638,7.476202128,,,,,,,,,,
3629,3210,ranger,0.7779228655,7.710225296,,,,,,,,,,
3474,3210,ranger,0.7779524878,7.376917494,,,,,,,,,,
2676,3210,ranger,0.7780143236,7.408667139,,,,,,,,,,
2626,3210,ranger,0.7780538407,7.63713357,,,,,,,,,,
3319,3210,ranger,0.7781033707,7.721552482,,,,,,,,,,
1535,3210,ranger,0.7781846267,7.371786998,,,,,,,,,,
2126,3210,ranger,0.7782175649,7.2910487,,,,,,,,,,
3253,3210,ranger,0.7782643755,7.54088487,,,,,,,,,,
949,3210,ranger,0.7782866625,7.762893381,,,,,,,,,,
775,3210,ranger,0.7783227982,7.669851537,,,,,,,,,,
195,3210,ranger,0.7784262313,7.187641371,,,,,,,,,,
1262,3210,ranger,0.7784800327,7.287299764,,,,,,,,,,
2380,3210,ranger,0.778498605,7.501427187,,,,,,,,,,
2997,3210,ranger,0.7785024733,7.1114487,,,,,,,,,,
429,3210,ranger,0.7785192292,7.266026478,,,,,,,,,,
3858,3210,ranger,0.7785396568,7.111199764,,,,,,,,,,
1538,3210,ranger,0.778750439,7.461103783,,,,,,,,,,
676,3210,ranger,0.7787875854,7.425499764,,,,,,,,,,
1975,3210,ranger,0.7789031908,8.028818676,,,,,,,,,,
3769,3210,ranger,0.7789698072,7.114910638,,,,,,,,,,
2701,3210,ranger,0.7789864026,7.473365012,,,,,,,,,,
1934,3210,ranger,0.7790858154,7.527394563,,,,,,,,,,
670,3210,ranger,0.7791242132,7.549228369,,,,,,,,,,
2255,3210,ranger,0.7792030096,7.482530496,,,,,,,,,,
3679,3210,ranger,0.7792802794,7.218229078,,,,,,,,,,
3594,3210,ranger,0.7793015116,7.568486288,,,,,,,,,,
1982,3210,ranger,0.7793098536,7.510215603,,,,,,,,,,
3322,3210,ranger,0.7795430227,7.304150591,,,,,,,,,,
3890,3210,ranger,0.779589273,7.487071868,,,,,,,,,,
2554,3210,ranger,0.7796022799,7.739931678,,,,,,,,,,
1478,3210,ranger,0.7796895205,8.126375177,,,,,,,,,,
