Dataset seed,Model seed,Model,R^2,MAE,,,,,,,,IQR,Mean,Mediun
1406,1,bstTree,0.6577560975,8.902444222,,,,,,,,0.04215931012,0.7839023937,0.78575911
837,1,bstTree,0.6797998753,9.056064294,,,,,,,,,,
1942,1,bstTree,0.6801314418,8.480261633,,,,,,,,,,
3358,1,bstTree,0.6815675058,8.793546601,,,,,,,,,,
3061,1,bstTree,0.6843722212,8.885403639,,,,,,,,,,
789,1,bstTree,0.685192914,8.448953343,,,,,,,,,,
3202,1,bstTree,0.6870419942,7.756602545,,,,,,,,,,
492,1,bstTree,0.6877041302,8.299914133,,,,,,,,,,
985,1,bstTree,0.6882372612,8.447990227,,,,,,,,,,
1279,1,bstTree,0.688355015,8.568561781,,,,,,,,,,
2384,1,bstTree,0.6920503583,8.178699581,,,,,,,,,,
2215,1,bstTree,0.6923911683,7.88245033,,,,,,,,,,
3673,1,bstTree,0.6924287934,8.887733664,,,,,,,,,,
2467,1,bstTree,0.6939152818,8.250968788,,,,,,,,,,
2921,1,bstTree,0.6943312369,8.943947378,,,,,,,,,,
3315,1,bstTree,0.6944349464,8.376452474,,,,,,,,,,
1852,1,bstTree,0.6964982672,8.717912849,,,,,,,,,,
2236,1,bstTree,0.6967372498,8.74062358,,,,,,,,,,
105,1,bstTree,0.6971902601,8.434291363,,,,,,,,,,
822,1,bstTree,0.6975950047,8.742246429,,,,,,,,,,
532,1,bstTree,0.6982848862,8.256987896,,,,,,,,,,
1976,1,bstTree,0.6988614775,8.591966922,,,,,,,,,,
3905,1,bstTree,0.6992377863,8.11364929,,,,,,,,,,
9,1,bstTree,0.6992525216,8.148404309,,,,,,,,,,
880,1,bstTree,0.6997823617,8.313598703,,,,,,,,,,
1410,1,bstTree,0.6999751848,8.696736251,,,,,,,,,,
3721,1,bstTree,0.7004213021,8.180135099,,,,,,,,,,
1847,1,bstTree,0.7005472403,8.582955976,,,,,,,,,,
1611,1,bstTree,0.7010686105,8.16948541,,,,,,,,,,
1534,1,bstTree,0.7016883097,9.016143226,,,,,,,,,,
3023,1,bstTree,0.7026382375,8.431634871,,,,,,,,,,
1312,1,bstTree,0.7033581599,8.203376302,,,,,,,,,,
313,1,bstTree,0.7037020564,8.291124627,,,,,,,,,,
3798,1,bstTree,0.7038179124,8.581397717,,,,,,,,,,
2508,1,bstTree,0.7041698581,8.272809731,,,,,,,,,,
1090,1,bstTree,0.7043629179,8.139657431,,,,,,,,,,
2528,1,bstTree,0.7048366475,8.37449208,,,,,,,,,,
7,1,bstTree,0.7049481778,8.07640587,,,,,,,,,,
3657,1,bstTree,0.7055750167,8.484106448,,,,,,,,,,
100,1,bstTree,0.7059881791,8.176450151,,,,,,,,,,
2599,1,bstTree,0.7061050694,8.478276942,,,,,,,,,,
1979,1,bstTree,0.7065388024,8.057874844,,,,,,,,,,
1659,1,bstTree,0.7065909526,8.331182077,,,,,,,,,,
814,1,bstTree,0.7066796745,8.106064501,,,,,,,,,,
2953,1,bstTree,0.7069411063,8.170895444,,,,,,,,,,
1430,1,bstTree,0.7072499503,8.362465833,,,,,,,,,,
2688,1,bstTree,0.7073704335,7.989654516,,,,,,,,,,
124,1,bstTree,0.7077158826,8.17180878,,,,,,,,,,
1321,1,bstTree,0.707935515,8.499434896,,,,,,,,,,
3185,1,bstTree,0.708039641,8.020062649,,,,,,,,,,
3178,1,bstTree,0.7083018845,8.04399112,,,,,,,,,,
999,1,bstTree,0.7086836817,8.477382502,,,,,,,,,,
2211,1,bstTree,0.708740183,8.399164305,,,,,,,,,,
1728,1,bstTree,0.7094765483,8.30665971,,,,,,,,,,
1709,1,bstTree,0.7096351448,7.952817972,,,,,,,,,,
452,1,bstTree,0.7099827351,8.504930293,,,,,,,,,,
1893,1,bstTree,0.7101755923,8.031572316,,,,,,,,,,
2834,1,bstTree,0.7106601514,8.482850328,,,,,,,,,,
1225,1,bstTree,0.7107229294,8.738990237,,,,,,,,,,
2711,1,bstTree,0.7107538496,7.81564299,,,,,,,,,,
875,1,bstTree,0.7107862975,8.114105218,,,,,,,,,,
1256,1,bstTree,0.7108933819,8.525719591,,,,,,,,,,
2793,1,bstTree,0.7111849442,8.309924447,,,,,,,,,,
2544,1,bstTree,0.7112578836,8.243025895,,,,,,,,,,
2122,1,bstTree,0.7112961417,8.101512398,,,,,,,,,,
2479,1,bstTree,0.7114695683,8.420991422,,,,,,,,,,
3802,1,bstTree,0.7116094416,7.857939547,,,,,,,,,,
201,1,bstTree,0.7118109889,8.244154815,,,,,,,,,,
3419,1,bstTree,0.7120389189,8.849567372,,,,,,,,,,
3434,1,bstTree,0.7124034362,7.94848601,,,,,,,,,,
897,1,bstTree,0.7126080605,8.229291503,,,,,,,,,,
