Model,R2,MAE,RMSE,Dataset.seed,Training.seed,Threshold.scope,Imputation.scope
ppr,0.8784086307,5.643246773,7.278999517,2556,1,full_before_split,split_separate
ppr,0.8699009322,5.818443079,7.570989397,1578,1,full_before_split,split_separate
ppr,0.8694286669,5.94630893,7.477945278,1610,1,full_before_split,split_separate
ppr,0.8669071854,6.366950631,7.987569495,1907,1,full_before_split,split_separate
ppr,0.8667950962,6.074158009,7.691005306,1688,1,full_before_split,split_separate
ppr,0.864516018,6.472676369,7.98547251,1561,1,full_before_split,split_separate
ppr,0.8638022884,6.100676076,7.938162872,3663,1,full_before_split,split_separate
ppr,0.8636445805,6.156537023,7.783830925,99,1,full_before_split,split_separate
ppr,0.8620885993,5.969312687,7.765539012,1382,1,full_before_split,split_separate
ppr,0.8618631237,6.050161364,7.788985132,2491,1,full_before_split,split_separate
ppr,0.8610650467,6.266894873,8.021489347,892,1,full_before_split,split_separate
ppr,0.8592635479,6.163508375,8.001634176,3275,1,full_before_split,split_separate
ppr,0.8587329566,6.340895899,8.146674914,1862,1,full_before_split,split_separate
ppr,0.85865368,6.279227177,7.864134821,3585,1,full_before_split,split_separate
ppr,0.8586492884,6.36730122,8.035359014,3126,1,full_before_split,split_separate
ppr,0.8586301439,6.201465509,7.9523073,3811,1,full_before_split,split_separate
ppr,0.857224508,6.47460275,8.46614392,3635,1,full_before_split,split_separate
ppr,0.8566403445,6.524512108,8.30752965,219,1,full_before_split,split_separate
ppr,0.856223133,6.405399754,8.119917748,231,1,full_before_split,split_separate
ppr,0.8556105634,5.935708575,7.896663178,2094,1,full_before_split,split_separate
ppr,0.8548720391,6.223640122,8.122600305,2120,1,full_before_split,split_separate
ppr,0.8544937595,6.078246819,7.923002914,609,1,full_before_split,split_separate
ppr,0.8539429136,6.119016338,7.915670354,862,1,full_before_split,split_separate
ppr,0.8532566818,6.422114946,8.103384988,3167,1,full_before_split,split_separate
ppr,0.8528008571,6.186195133,7.955621663,662,1,full_before_split,split_separate
ppr,0.8527261873,6.226660387,8.108071503,211,1,full_before_split,split_separate
ppr,0.851806193,6.411144058,8.125991673,1501,1,full_before_split,split_separate
ppr,0.8512927184,6.319828307,8.088640525,135,1,full_before_split,split_separate
ppr,0.8509321782,6.463689318,8.225831999,1246,1,full_before_split,split_separate
ppr,0.8507474048,6.210460181,8.205995332,2646,1,full_before_split,split_separate
ppr,0.8503594315,6.419252647,8.194977572,3795,1,full_before_split,split_separate
ppr,0.8499256265,6.660012151,8.25828811,2440,1,full_before_split,split_separate
ppr,0.8498380084,6.215497411,7.893241276,677,1,full_before_split,split_separate
ppr,0.8494645269,6.757561972,8.409189105,1295,1,full_before_split,split_separate
ppr,0.8489737111,6.263574613,8.13689189,878,1,full_before_split,split_separate
ppr,0.8487618603,6.207961729,8.115951389,2755,1,full_before_split,split_separate
ppr,0.8485619342,6.261403847,8.028734757,3231,1,full_before_split,split_separate
ppr,0.8479637329,6.523178658,8.361067416,882,1,full_before_split,split_separate
ppr,0.8479261206,6.929332754,8.895587553,3360,1,full_before_split,split_separate
ppr,0.8478389081,6.323718956,8.232965799,2502,1,full_before_split,split_separate
ppr,0.8477357462,6.326681389,8.085931042,3486,1,full_before_split,split_separate
ppr,0.8474944878,6.371840356,8.372071248,1897,1,full_before_split,split_separate
ppr,0.8471177742,6.112693309,8.16474325,3599,1,full_before_split,split_separate
ppr,0.846779201,6.409269471,8.19043564,656,1,full_before_split,split_separate
ppr,0.8467071148,6.868947392,8.85199838,3560,1,full_before_split,split_separate
ppr,0.846615613,6.34586538,8.511588928,2278,1,full_before_split,split_separate
