Dataset seed,Model seed,Model,R^2,MAE,,,,,,,,IQR,Mean,Mediun
2259,1,ppr,0.6960314182,8.494961764,,,,,,,,0.03544590841,0.8078830929,0.8088643835
551,1,ppr,0.7083856755,8.527583583,,,,,,,,,,
2061,1,ppr,0.7198498479,8.090030423,,,,,,,,,,
2616,1,ppr,0.7221325699,8.082258409,,,,,,,,,,
3437,1,ppr,0.7244680927,8.590392789,,,,,,,,,,
1488,1,ppr,0.7247718863,8.395051525,,,,,,,,,,
2819,1,ppr,0.7279929955,8.453203143,,,,,,,,,,
3042,1,ppr,0.7282008466,8.082518888,,,,,,,,,,
589,1,ppr,0.7282659462,8.283770088,,,,,,,,,,
3929,1,ppr,0.7283786105,8.198921385,,,,,,,,,,
3822,1,ppr,0.7287581408,8.644992039,,,,,,,,,,
3118,1,ppr,0.7288481645,7.979567803,,,,,,,,,,
1815,1,ppr,0.7298709232,8.051934193,,,,,,,,,,
2923,1,ppr,0.7312855132,8.00276087,,,,,,,,,,
1448,1,ppr,0.7321816403,7.758681843,,,,,,,,,,
3899,1,ppr,0.7323930776,8.027401735,,,,,,,,,,
3056,1,ppr,0.7331275337,7.96446684,,,,,,,,,,
1572,1,ppr,0.7335283916,7.77376548,,,,,,,,,,
2865,1,ppr,0.7337957506,7.865550028,,,,,,,,,,
2403,1,ppr,0.734871079,8.042769252,,,,,,,,,,
2444,1,ppr,0.7365271393,7.774699689,,,,,,,,,,
1742,1,ppr,0.7367317528,7.18701158,,,,,,,,,,
1031,1,ppr,0.7367821577,7.344050545,,,,,,,,,,
596,1,ppr,0.736976211,8.38192825,,,,,,,,,,
3804,1,ppr,0.737697336,7.629742524,,,,,,,,,,
3700,1,ppr,0.7378559934,7.848243997,,,,,,,,,,
1150,1,ppr,0.7385504009,7.777097509,,,,,,,,,,
1472,1,ppr,0.7389934698,7.790036215,,,,,,,,,,
1339,1,ppr,0.7392952299,8.100639511,,,,,,,,,,
2481,1,ppr,0.7393061321,7.991100447,,,,,,,,,,
3410,1,ppr,0.7394570721,8.146710338,,,,,,,,,,
1133,1,ppr,0.7394636428,8.115934281,,,,,,,,,,
833,1,ppr,0.7395176196,8.084530648,,,,,,,,,,
3292,1,ppr,0.7395517739,7.685085391,,,,,,,,,,
592,1,ppr,0.7403549727,7.544960279,,,,,,,,,,
1767,1,ppr,0.740683129,8.263924874,,,,,,,,,,
994,1,ppr,0.7411916211,7.621344534,,,,,,,,,,
2711,1,ppr,0.7415615353,7.881178261,,,,,,,,,,
1476,1,ppr,0.7415786746,7.716688899,,,,,,,,,,
1831,1,ppr,0.7415824678,7.91231636,,,,,,,,,,
1618,1,ppr,0.7418853081,8.145566786,,,,,,,,,,
3390,1,ppr,0.7419375975,7.921558788,,,,,,,,,,
632,1,ppr,0.7419594841,7.881689161,,,,,,,,,,
1494,1,ppr,0.7424391419,7.977240013,,,,,,,,,,
3433,1,ppr,0.7428594429,7.911755893,,,,,,,,,,
871,1,ppr,0.7433312103,7.974150933,,,,,,,,,,
2338,1,ppr,0.7443483139,8.110146858,,,,,,,,,,
3221,1,ppr,0.7457855554,7.895964874,,,,,,,,,,
3319,1,ppr,0.7459339306,8.644463578,,,,,,,,,,
2269,1,ppr,0.7462109423,7.815208038,,,,,,,,,,
342,1,ppr,0.746377206,8.015460728,,,,,,,,,,
2198,1,ppr,0.7464353921,7.783437086,,,,,,,,,,
1716,1,ppr,0.7467611584,7.725232231,,,,,,,,,,
3487,1,ppr,0.746976605,7.721468014,,,,,,,,,,
2921,1,ppr,0.7469967319,7.972094036,,,,,,,,,,
2874,1,ppr,0.7470351657,8.04965346,,,,,,,,,,
472,1,ppr,0.7472645544,7.786603293,,,,,,,,,,
2089,1,ppr,0.7472810317,7.655847591,,,,,,,,,,
2913,1,ppr,0.7475011112,7.40089931,,,,,,,,,,
3270,1,ppr,0.7475015466,7.629799651,,,,,,,,,,
3840,1,ppr,0.7479748653,7.974132106,,,,,,,,,,
3235,1,ppr,0.7480255966,7.557768386,,,,,,,,,,
1178,1,ppr,0.7480375584,7.840554617,,,,,,,,,,
1017,1,ppr,0.7485319214,7.967385805,,,,,,,,,,
1200,1,ppr,0.7487538443,7.837048493,,,,,,,,,,
235,1,ppr,0.7493635038,7.565549144,,,,,,,,,,
2542,1,ppr,0.7496221094,7.60180431,,,,,,,,,,
3562,1,ppr,0.7499250556,7.838277826,,,,,,,,,,
2437,1,ppr,0.7499761148,8.300803112,,,,,,,,,,
2013,1,ppr,0.750393403,7.702782031,,,,,,,,,,
2629,1,ppr,0.7505840974,7.523825808,,,,,,,,,,
475,1,ppr,0.750689805,7.779735915,,,,,,,,,,
1480,1,ppr,0.7507227621,8.285968665,,,,,,,,,,
2554,1,ppr,0.7508932438,7.758844157,,,,,,,,,,
2079,1,ppr,0.7510708224,7.351549198,,,,,,,,,,
317,1,ppr,0.7511284586,7.38321247,,,,,,,,,,
1198,1,ppr,0.7514678383,7.423807818,,,,,,,,,,
1378,1,ppr,0.7515643625,7.376829812,,,,,,,,,,
136,1,ppr,0.7518216656,8.066555092,,,,,,,,,,
2485,1,ppr,0.7518283111,8.27020166,,,,,,,,,,
909,1,ppr,0.7518431427,7.388097489,,,,,,,,,,
1440,1,ppr,0.751880871,7.786203978,,,,,,,,,,
854,1,ppr,0.751966526,7.570370739,,,,,,,,,,
201,1,ppr,0.7520303149,8.100859087,,,,,,,,,,
612,1,ppr,0.7521431768,7.734810401,,,,,,,,,,
733,1,ppr,0.7521890568,7.953190351,,,,,,,,,,
1977,1,ppr,0.7523534094,7.339393728,,,,,,,,,,
2331,1,ppr,0.7528085565,7.454887517,,,,,,,,,,
2739,1,ppr,0.752949923,7.788031542,,,,,,,,,,
3414,1,ppr,0.7530149754,7.615753146,,,,,,,,,,
1775,1,ppr,0.7531571544,7.795614496,,,,,,,,,,
1020,1,ppr,0.7532465157,8.064948492,,,,,,,,,,
199,1,ppr,0.753266729,7.553598942,,,,,,,,,,
3655,1,ppr,0.7533829345,7.917209753,,,,,,,,,,
3924,1,ppr,0.7534014059,7.66913568,,,,,,,,,,
1460,1,ppr,0.7535638808,7.96817579,,,,,,,,,,
2638,1,ppr,0.7536510725,7.636193873,,,,,,,,,,
2653,1,ppr,0.7538572656,7.591525325,,,,,,,,,,
1275,1,ppr,0.7538857723,7.425898691,,,,,,,,,,
149,1,ppr,0.7539939672,7.581676749,,,,,,,,,,
56,1,ppr,0.7540560414,7.768812164,,,,,,,,,,
1317,1,ppr,0.7540811696,8.15800505,,,,,,,,,,
184,1,ppr,0.7541289574,8.338117808,,,,,,,,,,
1305,1,ppr,0.7542198859,7.150662447,,,,,,,,,,
2101,1,ppr,0.7542317952,7.840261378,,,,,,,,,,
3882,1,ppr,0.754253668,7.521588477,,,,,,,,,,
985,1,ppr,0.7542674862,7.215727096,,,,,,,,,,
880,1,ppr,0.7543135789,7.557474194,,,,,,,,,,
2401,1,ppr,0.7543768095,7.483705153,,,,,,,,,,
376,1,ppr,0.7544933058,7.373941199,,,,,,,,,,
886,1,ppr,0.7547276807,7.515876729,,,,,,,,,,
1218,1,ppr,0.7549009168,8.044713722,,,,,,,,,,
1695,1,ppr,0.755027259,7.319945113,,,,,,,,,,
270,1,ppr,0.7551275145,7.759256234,,,,,,,,,,
75,1,ppr,0.755194491,7.855642526,,,,,,,,,,
2152,1,ppr,0.755197846,7.799081853,,,,,,,,,,
895,1,ppr,0.7552009886,7.566275798,,,,,,,,,,
974,1,ppr,0.7552246505,7.828373437,,,,,,,,,,
780,1,ppr,0.7557614233,7.295743229,,,,,,,,,,
2999,1,ppr,0.7558925693,8.078338051,,,,,,,,,,
1140,1,ppr,0.7559801079,7.779621492,,,,,,,,,,
931,1,ppr,0.7561120065,7.604102467,,,,,,,,,,
824,1,ppr,0.7561323165,7.254107786,,,,,,,,,,
1383,1,ppr,0.7562884922,8.030534996,,,,,,,,,,
2821,1,ppr,0.7564987835,7.522523163,,,,,,,,,,
2098,1,ppr,0.7565838405,7.273337449,,,,,,,,,,
2958,1,ppr,0.7568632984,7.8583805,,,,,,,,,,
2806,1,ppr,0.7570465401,7.559651222,,,,,,,,,,
3660,1,ppr,0.7571495744,7.604572703,,,,,,,,,,
3072,1,ppr,0.7573636818,7.560297745,,,,,,,,,,
2072,1,ppr,0.7574176371,7.464584235,,,,,,,,,,
2065,1,ppr,0.7574787,7.557896338,,,,,,,,,,
2349,1,ppr,0.7576865048,7.517659217,,,,,,,,,,
333,1,ppr,0.7578418799,7.594572437,,,,,,,,,,
1434,1,ppr,0.7578734331,7.868825456,,,,,,,,,,
440,1,ppr,0.7578876253,7.724950116,,,,,,,,,,
1092,1,ppr,0.7578923163,7.74698528,,,,,,,,,,
1452,1,ppr,0.7579070804,7.59011677,,,,,,,,,,
2402,1,ppr,0.7579534873,7.750972961,,,,,,,,,,
820,1,ppr,0.7579925083,7.532488201,,,,,,,,,,
3137,1,ppr,0.7580090701,7.554707244,,,,,,,,,,
3098,1,ppr,0.7580472489,7.552764053,,,,,,,,,,
580,1,ppr,0.7580516436,7.663744371,,,,,,,,,,
2910,1,ppr,0.7580574183,7.157733367,,,,,,,,,,
1623,1,ppr,0.7582362786,8.283458304,,,,,,,,,,
