Dataset seed,Model seed,Model,R^2,MAE,,,,,,,,IQR,Mean,Mediun
787,6,bstTree,0.6833075672,9.076898962,,,,,,,,0.03529873743,0.7756539915,0.7765074739
2264,6,bstTree,0.6857229873,9.085974605,,,,,,,,,,
1454,6,bstTree,0.6876731084,9.023081761,,,,,,,,,,
2245,6,bstTree,0.6889120828,8.960837946,,,,,,,,,,
401,6,bstTree,0.6889258657,9.141359006,,,,,,,,,,
1642,6,bstTree,0.6928228909,9.195293377,,,,,,,,,,
559,6,bstTree,0.6941942326,8.84187059,,,,,,,,,,
332,6,bstTree,0.6985736582,9.439635535,,,,,,,,,,
355,6,bstTree,0.699356684,9.301740436,,,,,,,,,,
3816,6,bstTree,0.6994078165,8.59733764,,,,,,,,,,
1527,6,bstTree,0.7018957335,9.227621343,,,,,,,,,,
1407,6,bstTree,0.7024559695,8.849827666,,,,,,,,,,
3164,6,bstTree,0.7025032737,9.132862485,,,,,,,,,,
722,6,bstTree,0.7030515355,8.704798853,,,,,,,,,,
2209,6,bstTree,0.7031662502,8.782614706,,,,,,,,,,
2328,6,bstTree,0.7048867684,8.575172282,,,,,,,,,,
2611,6,bstTree,0.7049938149,9.014918167,,,,,,,,,,
136,6,bstTree,0.7061045322,9.075288629,,,,,,,,,,
1097,6,bstTree,0.7074806654,8.994321288,,,,,,,,,,
3263,6,bstTree,0.7092460668,8.737663253,,,,,,,,,,
2630,6,bstTree,0.7093047683,8.574596979,,,,,,,,,,
704,6,bstTree,0.7093300626,8.561205879,,,,,,,,,,
1605,6,bstTree,0.7093571459,8.34135694,,,,,,,,,,
99,6,bstTree,0.709468263,9.0573079,,,,,,,,,,
1370,6,bstTree,0.7096888378,8.672205735,,,,,,,,,,
1684,6,bstTree,0.7100570093,9.036117113,,,,,,,,,,
2091,6,bstTree,0.7107798272,8.889115725,,,,,,,,,,
1283,6,bstTree,0.7108559599,8.794917169,,,,,,,,,,
1102,6,bstTree,0.711107123,9.038747357,,,,,,,,,,
2697,6,bstTree,0.7112428216,8.803263497,,,,,,,,,,
670,6,bstTree,0.7112578339,8.995995115,,,,,,,,,,
2832,6,bstTree,0.7114320374,8.948201341,,,,,,,,,,
3954,6,bstTree,0.7117964694,8.691888028,,,,,,,,,,
2215,6,bstTree,0.7120763659,8.645104411,,,,,,,,,,
1135,6,bstTree,0.7122093392,8.550012879,,,,,,,,,,
3683,6,bstTree,0.7124467611,8.902559876,,,,,,,,,,
1271,6,bstTree,0.7125759288,8.676697122,,,,,,,,,,
1592,6,bstTree,0.7129031186,8.580816649,,,,,,,,,,
1827,6,bstTree,0.7132783384,8.45980267,,,,,,,,,,
482,6,bstTree,0.7140392803,9.130232069,,,,,,,,,,
2399,6,bstTree,0.714277674,8.906521878,,,,,,,,,,
1019,6,bstTree,0.7148852971,9.052784498,,,,,,,,,,
2816,6,bstTree,0.7151780848,8.93586737,,,,,,,,,,
940,6,bstTree,0.7152098438,9.108450295,,,,,,,,,,
2060,6,bstTree,0.7154860054,8.038565738,,,,,,,,,,
2923,6,bstTree,0.7158088118,9.024052113,,,,,,,,,,
612,6,bstTree,0.7167069114,8.636913493,,,,,,,,,,
154,6,bstTree,0.7170359914,8.943163247,,,,,,,,,,
472,6,bstTree,0.7170629628,8.767587235,,,,,,,,,,
2022,6,bstTree,0.7172039186,8.868582495,,,,,,,,,,
989,6,bstTree,0.7172947053,8.310996685,,,,,,,,,,
1358,6,bstTree,0.7176663484,8.604559139,,,,,,,,,,
3299,6,bstTree,0.7176945489,8.819463201,,,,,,,,,,
146,6,bstTree,0.7177575291,8.909177357,,,,,,,,,,
1326,6,bstTree,0.7179149758,8.660292622,,,,,,,,,,
1886,6,bstTree,0.7180118758,8.359126734,,,,,,,,,,
2629,6,bstTree,0.7181664802,8.373049381,,,,,,,,,,
600,6,bstTree,0.7182428168,9.154851093,,,,,,,,,,
2953,6,bstTree,0.7182799395,8.647590106,,,,,,,,,,
1664,6,bstTree,0.718321979,8.891133948,,,,,,,,,,
3666,6,bstTree,0.7185543972,8.595726053,,,,,,,,,,
2480,6,bstTree,0.7187727392,8.858908209,,,,,,,,,,
3946,6,bstTree,0.7188067384,8.747388895,,,,,,,,,,
2667,6,bstTree,0.7188778635,8.523425459,,,,,,,,,,
250,6,bstTree,0.7190545203,8.684134635,,,,,,,,,,
2662,6,bstTree,0.719168754,8.279541897,,,,,,,,,,
93,6,bstTree,0.7191729274,8.782794347,,,,,,,,,,
2181,6,bstTree,0.7192494754,8.388134962,,,,,,,,,,
1957,6,bstTree,0.719406899,8.746537549,,,,,,,,,,
2296,6,bstTree,0.7194192541,8.694660464,,,,,,,,,,
1198,6,bstTree,0.7194260894,8.573067352,,,,,,,,,,
1305,6,bstTree,0.7195043746,8.617213858,,,,,,,,,,
504,6,bstTree,0.7197083063,8.84319727,,,,,,,,,,
837,6,bstTree,0.7198758001,8.823782128,,,,,,,,,,
1696,6,bstTree,0.7200115452,8.695449756,,,,,,,,,,
1117,6,bstTree,0.7201713227,8.570940674,,,,,,,,,,
3476,6,bstTree,0.7204260726,8.557163857,,,,,,,,,,
3350,6,bstTree,0.7204603113,8.806636555,,,,,,,,,,
3340,6,bstTree,0.7207760839,8.822686644,,,,,,,,,,
3684,6,bstTree,0.7207888514,8.852384671,,,,,,,,,,
3063,6,bstTree,0.7211182269,8.83208829,,,,,,,,,,
2852,6,bstTree,0.7212317967,8.8741211,,,,,,,,,,
2684,6,bstTree,0.7214965249,8.854360918,,,,,,,,,,
481,6,bstTree,0.7215359303,8.489382473,,,,,,,,,,
3804,6,bstTree,0.7215389548,8.757893584,,,,,,,,,,
2886,6,bstTree,0.7216070773,8.650528846,,,,,,,,,,
221,6,bstTree,0.721618424,8.473522575,,,,,,,,,,
3748,6,bstTree,0.7216437136,8.43703845,,,,,,,,,,
1426,6,bstTree,0.7216997526,8.693442216,,,,,,,,,,
335,6,bstTree,0.721964116,8.539972427,,,,,,,,,,
3904,6,bstTree,0.7221104262,8.364739825,,,,,,,,,,
3521,6,bstTree,0.7221267979,8.561597418,,,,,,,,,,
3917,6,bstTree,0.7222376227,8.472234701,,,,,,,,,,
2477,6,bstTree,0.7222467894,8.371099508,,,,,,,,,,
3583,6,bstTree,0.722414759,9.609903338,,,,,,,,,,
1227,6,bstTree,0.7224232923,8.435670687,,,,,,,,,,
2184,6,bstTree,0.7224301678,8.81756812,,,,,,,,,,
2944,6,bstTree,0.7225495803,9.279569201,,,,,,,,,,
3549,6,bstTree,0.722571755,8.922963551,,,,,,,,,,
1796,6,bstTree,0.7225870588,8.726479141,,,,,,,,,,
50,6,bstTree,0.7227676586,9.113378374,,,,,,,,,,
1149,6,bstTree,0.7230166513,8.061756228,,,,,,,,,,
2319,6,bstTree,0.7230319208,8.744797177,,,,,,,,,,
1196,6,bstTree,0.7232119108,8.390759856,,,,,,,,,,
1274,6,bstTree,0.7233217095,8.674370543,,,,,,,,,,
1982,6,bstTree,0.7234668544,8.667872608,,,,,,,,,,
430,6,bstTree,0.7235066291,8.411363762,,,,,,,,,,
3317,6,bstTree,0.723665577,8.312810485,,,,,,,,,,
1838,6,bstTree,0.7236658222,8.133640997,,,,,,,,,,
1293,6,bstTree,0.7237912974,8.606570106,,,,,,,,,,
1871,6,bstTree,0.7239968455,8.551803669,,,,,,,,,,
3661,6,bstTree,0.7240879679,8.715173367,,,,,,,,,,
1589,6,bstTree,0.7241972371,9.082570929,,,,,,,,,,
2855,6,bstTree,0.7242193761,8.467355331,,,,,,,,,,
3949,6,bstTree,0.7242842096,8.594103084,,,,,,,,,,
1990,6,bstTree,0.7243046099,8.956441365,,,,,,,,,,
2677,6,bstTree,0.7246469233,8.319224771,,,,,,,,,,
784,6,bstTree,0.7248651544,8.592055117,,,,,,,,,,
3534,6,bstTree,0.724956314,8.517682988,,,,,,,,,,
1425,6,bstTree,0.7250092768,8.716481078,,,,,,,,,,
2173,6,bstTree,0.7250185446,8.946522144,,,,,,,,,,
955,6,bstTree,0.7250534982,8.628482447,,,,,,,,,,
2243,6,bstTree,0.7251494416,9.076428354,,,,,,,,,,
3441,6,bstTree,0.7252540528,8.410800138,,,,,,,,,,
1906,6,bstTree,0.725359857,8.557145722,,,,,,,,,,
1750,6,bstTree,0.7255079219,8.475740572,,,,,,,,,,
2553,6,bstTree,0.725531452,8.807871297,,,,,,,,,,
370,6,bstTree,0.7256014627,8.416288473,,,,,,,,,,
108,6,bstTree,0.7257069158,8.634831767,,,,,,,,,,
1835,6,bstTree,0.725738323,8.455650104,,,,,,,,,,
2341,6,bstTree,0.7257961623,8.737191095,,,,,,,,,,
588,6,bstTree,0.7258026243,8.942930354,,,,,,,,,,
3366,6,bstTree,0.7258346989,8.239961879,,,,,,,,,,
2272,6,bstTree,0.7258476383,8.514643209,,,,,,,,,,
3349,6,bstTree,0.7258805612,8.432001064,,,,,,,,,,
3854,6,bstTree,0.7259736004,8.567079252,,,,,,,,,,
2112,6,bstTree,0.7261427501,8.66273721,,,,,,,,,,
2362,6,bstTree,0.7262016491,8.79057128,,,,,,,,,,
2537,6,bstTree,0.7263071412,8.375473744,,,,,,,,,,
2833,6,bstTree,0.7263640269,8.940309997,,,,,,,,,,
126,6,bstTree,0.7263681999,8.454505298,,,,,,,,,,
2838,6,bstTree,0.7264926391,8.856831494,,,,,,,,,,
3487,6,bstTree,0.7267060509,8.304498703,,,,,,,,,,
345,6,bstTree,0.726749576,8.561586063,,,,,,,,,,
1067,6,bstTree,0.726840482,8.544175705,,,,,,,,,,
3485,6,bstTree,0.7269519857,8.799171845,,,,,,,,,,
3222,6,bstTree,0.7270850957,8.30972601,,,,,,,,,,
2306,6,bstTree,0.7271474044,8.817349425,,,,,,,,,,
569,6,bstTree,0.7275839234,8.741614708,,,,,,,,,,
2333,6,bstTree,0.7275853987,8.592671638,,,,,,,,,,
317,6,bstTree,0.7277751323,8.41654935,,,,,,,,,,
1963,6,bstTree,0.7279905039,8.307056822,,,,,,,,,,
2100,6,bstTree,0.7280605215,8.622346434,,,,,,,,,,
2500,6,bstTree,0.7281078357,8.572694829,,,,,,,,,,
790,6,bstTree,0.7281725809,8.493549904,,,,,,,,,,
838,6,bstTree,0.7283348511,8.226659284,,,,,,,,,,
2579,6,bstTree,0.7283487064,8.673101347,,,,,,,,,,
3497,6,bstTree,0.7283558558,8.333271674,,,,,,,,,,
983,6,bstTree,0.7285313447,8.308174605,,,,,,,,,,
3783,6,bstTree,0.7286633805,8.796696247,,,,,,,,,,
2993,6,bstTree,0.7289347511,8.825742275,,,,,,,,,,
