"Sample","Ground_Truth","Predicted","Difference"
"X100120","103","249.064569037758",146.064569037758
"X100165","35","213.022341440025",178.022341440025
"X101417","75","258.605157867728",183.605157867728
"X101573","59","237.661301832248",178.661301832248
"X103811","82","253.564314192651",171.564314192651
"X104111","87","272.287560789496",185.287560789496
"X104425","76","248.186667839155",172.186667839155
"X105191","77","244.140374431891",167.140374431891
"X105280","74","244.966537664151",170.966537664151
"X105437","42","223.078174141971",181.078174141971
"X10556","65","245.236225637904",180.236225637904
"X10585","48","258.719590715998",210.719590715998
"X106636","87","237.457824961164",150.457824961164
"X107471","85","231.729616016051",146.729616016051
"X107894","65","245.111389490796",180.111389490796
"X108670","96","257.633197157469",161.633197157469
"X108787","68","247.418722452316",179.418722452316
"X110638","85","248.566123253316",163.566123253316
"X110937","76","238.404248180026",162.404248180026
"X112139","74","261.637004930879",187.637004930879
"X112451","63","221.193842295495",158.193842295495
"X112648","63","243.673275624451",180.673275624451
"X113790","54","225.246031345852",171.246031345852
"X114269","72","245.36257242195",173.36257242195
"X114463","73","241.460795981817",168.460795981817
"X114517","70","232.35952410387",162.35952410387
"X115607","84","255.084518674229",171.084518674229
"X117477","72","244.961749517897",172.961749517897
"X117711","31","210.111351979408",179.111351979408
"X119624","35","216.547336761881",181.547336761881
"X119765","75","238.7574486302",163.7574486302
"X119833","70","246.67921212651",176.67921212651
"X123774","72","251.282630277172",179.282630277172
"X12498","50","227.063336174318",177.063336174318
"X12515","79","241.125357448892",162.125357448892
"X126024","96","255.986779869743",159.986779869743
"X126254","78","238.234454438897",160.234454438897
"X126536","76","242.845440058702",166.845440058702
"X127107","90","259.257360550926",169.257360550926
"X127256","66","240.375015603956",174.375015603956
"X128677","87","261.582883969556",174.582883969556
"X130623","68","259.184329474669",191.184329474669
"X132134","76","249.27176475037",173.27176475037
"X132772","61","241.602746870929",180.602746870929
"X133308","62","227.165971729613",165.165971729613
"X134046","79","251.242594072686",172.242594072686
"X134459","75","239.183993628093",164.183993628093
"X135261","74","252.767504116009",178.767504116009
"X138103","65","208.052076609493",143.052076609493
"X140045","64","245.544907730692",181.544907730692
"X141059","62","229.158245828489",167.158245828489
"X141932","83","259.626040452515",176.626040452515
"X142869","69","263.767587409131",194.767587409131
"X144008","82","243.045537924317",161.045537924317
"X144592","52","247.658131538432",195.658131538432
"X146054","79","252.326785243024",173.326785243024
"X146189","78","252.23248910404",174.23248910404
"X148666","65","239.844759147223",174.844759147223
"X149215","80","247.044172133872",167.044172133872
"X149317","45","225.440657646397",180.440657646397
"X150347","55","238.989498359014",183.989498359014
"X150811","90","250.480340534437",160.480340534437
"X1540949","49","230.050562582136",181.050562582136
"X155606","52","230.691792921583",178.691792921583
"X157736","74","246.466297340752",172.466297340752
"X158151","76","268.935811088726",192.935811088726
"X1583280","62","250.739301496154",188.739301496154
"X159562","91","256.967492261679",165.967492261679
"X16412","73","260.948962497532",187.948962497532
"X1645254","42","220.019234091169",178.019234091169
"X165971","69","246.354718374983",177.354718374983
"X1670333","30","219.33844741839",189.33844741839
"X167089","83","252.350303717881",169.350303717881
"X1672043","52","235.926585975966",183.926585975966
"X167363","85","241.990670625672",156.990670625672
"X1680543","26","201.799343594144",175.799343594144
"X1680763","48","219.433615162535",171.433615162535
"X1680767","35","216.9276581715",181.9276581715
"X1680791","32","196.961165724333",164.961165724333
"X1680876","68","221.695807355467",153.695807355467
"X168794","53","219.729476197675",166.729476197675
"X16945","65","255.582699942422",190.582699942422
"X169514","82","246.880433070152",164.880433070152
"X171287","43","225.599811236",182.599811236
"X171529","81","246.678490365632",165.678490365632
"X173106","54","229.739685917923",175.739685917923
"X173327","71","252.610799960396",181.610799960396
"X173816","41","224.2715589379",183.2715589379
"X174011","87","254.224227256145",167.224227256145
"X174247","100","267.563776330248",167.563776330248
"X175096","57","243.721390021541",186.721390021541
"X176324","83","263.807337324566",180.807337324566
"X179651","64","241.655544539892",177.655544539892
"X180502","93","260.98443972886",167.98443972886
"X181481","66","238.337805298482",172.337805298482
"X185762","84","252.253471942593",168.253471942593
"X186976","76","240.739900291911",164.739900291911
"X187390","74","249.963022269465",175.963022269465
"X189027","62","235.36459770702",173.36459770702
"X190605","62","255.791842073982",193.791842073982
"X19237","62","232.045405426522",170.045405426522
"X193322","75","264.688685370679",189.688685370679
"X193622","63","235.272353768039",172.272353768039
"X194357","87","254.832417235511",167.832417235511
"X194960","29","217.604049469797",188.604049469797
"X196476","58","237.816027249865",179.816027249865
"X198056","59","234.373235627474",175.373235627474
"X198479","73","245.693481395553",172.693481395553
"X198870","94","237.678737213481",143.678737213481
"X200896","52","236.931052249036",184.931052249036
"X201893","88","247.847432598703",159.847432598703
"X203835","87","242.999273757874",155.999273757874
"X205822","87","249.994866234491",162.994866234491
"X207030","77","218.334637622426",141.334637622426
"X207167","71","248.181155535391",177.181155535391
"X207489","76","254.547584314836",178.547584314836
"X208244","95","226.44001619776",131.44001619776
"X208485","84","238.183663629826",154.183663629826
"X209834","93","261.279406380536",168.279406380536
"X211709","84","255.836497264025",171.836497264025
"X213020","66","234.596989851381",168.596989851381
"X213599","55","218.214352301691",163.214352301691
"X215720","69","244.522016153407",175.522016153407
"X216883","89","245.496812585229",156.496812585229
"X220317","86","254.944148708779",168.944148708779
"X220340","67","219.936342519551",152.936342519551
"X222661","72","243.571466863029",171.571466863029
"X224510","61","248.99286865029",187.99286865029
"X225498","90","240.923172401332",150.923172401332
"X225973","51","225.91209372901",174.91209372901
"X228198","42","227.407905449594",185.407905449594
"X22974","73","248.137966698484",175.137966698484
"X230093","96","245.624201008556",149.624201008556
"X231373","36","225.13202171585",189.13202171585
"X23240","81","248.777063034914",167.777063034914
"X233635","87","266.447767157216",179.447767157216
"X235225","72","247.891582145656",175.891582145656
"X237245","79","258.341617654539",179.341617654539
"X237743","64","238.843031916224",174.843031916224
"X238166","69","249.83575999782",180.83575999782
"X238230","59","242.461564669206",183.461564669206
"X238637","87","252.998959315041",165.998959315041
"X2400","75","249.448735910821",174.448735910821
"X241321","64","243.370715368358",179.370715368358
"X241772","89","254.517605155895",165.517605155895
"X242520","100","254.162778008039",154.162778008039
"X24291","68","249.839957825159",181.839957825159
"X243218","75","257.886055565664",182.886055565664
"X244762","72","242.204731116725",170.204731116725
"X246289","88","257.724114382538",169.724114382538
"X247671","68","250.140167614574",182.140167614574
"X248640","78","248.636607378543",170.636607378543
"X249799","75","250.162210958028",175.162210958028
"X250709","70","235.119137398596",165.119137398596
"X252065","85","263.039281755906",178.039281755906
"X252473","60","247.55032487385",187.55032487385
"X252666","75","243.401899697854",168.401899697854
"X252925","24","213.448137172262",189.448137172262
"X253372","51","226.752726295333",175.752726295333
"X253675","76","253.245307622285",177.245307622285
"X253801","67","251.277467306208",184.277467306208
"X253859","90","257.8721032564",167.8721032564
"X254805","75","235.669248485786",160.669248485786
"X256278","76","244.460479503434",168.460479503434
"X262929","56","231.427434410151",175.427434410151
"X263210","63","225.437212857299",162.437212857299
"X264308","69","252.137884841702",183.137884841702
"X264880","77","245.392711391086",168.392711391086
"X265068","42","228.388424169251",186.388424169251
"X265306","27","201.181357704254",174.181357704254
"X267600","90","265.075556649479",175.075556649479
"X267780","74","258.812680556026",184.812680556026
"X267812","89","260.048375965848",171.048375965848
"X268302","73","246.529953040624",173.529953040624
"X268609","57","235.356958353662",178.356958353662
"X271446","23","213.609120323575",190.609120323575
"X273258","66","220.03821613461",154.03821613461
"X273424","85","213.084087510967",128.084087510967
"X274912","93","247.597755708507",154.597755708507
"X275489","81","251.801697801032",170.801697801032
"X275927","62","243.770988748558",181.770988748558
"X276298","44","214.917482360339",170.917482360339
"X276843","77","236.016092791865",159.016092791865
"X277524","84","224.149741382568",140.149741382568
"X278423","74","238.699525468752",164.699525468752
"X279168","82","258.950695149968",176.950695149968
"X283200","89","253.042466347206",164.042466347206
"X286186","76","244.542936560245",168.542936560245
"X286938","88","256.087796510195",168.087796510195
"X2874","74","235.377510161473",161.377510161473
"X288936","76","239.707776925743",163.707776925743
"X289495","60","242.821699478153",182.821699478153
"X290940","89","267.900320346142",178.900320346142
"X292970","84","243.520183487339",159.520183487339
"X293045","83","249.207615389388",166.207615389388
"X294013","84","247.710101448994",163.710101448994
"X295004","77","247.357661245213",170.357661245213
"X295374","61","244.97648052455",183.97648052455
"X296032","76","241.229705657628",165.229705657628
"X29636","70","256.52696238184",186.52696238184
"X297432","70","235.015689766186",165.015689766186
"X298723","51","231.459372344991",180.459372344991
"X299107","47","255.272298527932",208.272298527932
"X299240","64","229.019839419171",165.019839419171
"X299847","73","245.027664159311",172.027664159311
"X300119","83","243.712071485967",160.712071485967
"X301168","86","235.348820007784",149.348820007784
"X301334","72","235.033146738574",163.033146738574
"X302793","91","249.388955111643",158.388955111643
"X306518","85","258.661427733266",173.661427733266
"X307701","52","241.82474539463",189.82474539463
"X309354","96","255.784607074137",159.784607074137
"X312547","78","235.938367118893",157.938367118893
"X312966","70","248.215082109592",178.215082109592
"X314377","88","234.247767635733",146.247767635733
"X316393","61","259.91088850885",198.91088850885
"X317200","64","251.372665406033",187.372665406033
"X317594","43","224.462099934317",181.462099934317
"X319495","53","239.631729230051",186.631729230051
"X320152","72","255.563192563851",183.563192563851
"X320497","82","265.927753091187",183.927753091187
"X322654","75","247.073789805498",172.073789805498
"X322874","37","199.130215035843",162.130215035843
"X323932","71","248.90211193501",177.90211193501
"X325016","72","237.784621717025",165.784621717025
"X326021","36","220.140303783163",184.140303783163
"X326757","86","244.51480589885",158.51480589885
"X326995","85","257.475462463838",172.475462463838
"X329383","86","246.974304636914",160.974304636914
"X330234","90","237.859494839361",147.859494839361
"X332364","60","257.335432751248",197.335432751248
"X334877","56","230.003216569548",174.003216569548
"X336322","56","243.817803506919",187.817803506919
"X339206","83","243.52116440816",160.52116440816
"X339710","25","216.155274607293",191.155274607293
"X342321","70","233.269234214616",163.269234214616
"X345627","97","260.367612039363",163.367612039363
