"Sample","Ground_Truth","Predicted","Difference"
"X200550980002_R01C01","74.96","54.8415360400233",-20.1184639599767
"X200550980002_R02C01","31.46","37.6558681929489",6.1958681929489
"X200550980002_R03C01","46.72","47.9368421358944",1.2168421358944
"X200550980002_R04C01","46.36","54.4469743776569",8.0869743776569
"X200550980002_R05C01","53.56","30.1074128552411",-23.4525871447589
"X200550980002_R06C01","56.36","54.4803035362712",-1.8796964637288
"X200550980002_R07C01","59","62.2488460578868",3.2488460578868
"X200550980002_R08C01","55.22","37.1435822750892",-18.0764177249108
"X200550980010_R01C01","70.44","47.7582440026084",-22.6817559973916
"X200550980010_R03C01","58.58","50.9260707502547",-7.6539292497453
"X200550980010_R04C01","56.24","56.2765078231472",0.0365078231471969
"X200550980010_R05C01","43.12","35.10368076357",-8.01631923643
"X200550980010_R06C01","39.8","51.8644684107261",12.0644684107261
"X200550980010_R07C01","52.22","38.152612197012",-14.067387802988
"X200550980010_R08C01","40.76","44.6083275019051",3.8483275019051
"X200550980025_R01C01","39.62","44.4075658099205",4.7875658099205
"X200550980025_R02C01","58","27.8460957938912",-30.1539042061088
"X200550980025_R03C01","36.4","27.2001411824421",-9.1998588175579
"X200550980025_R04C01","39.2","28.0505675066294",-11.1494324933706
"X200550980025_R05C01","47.08","38.2035561638341",-8.8764438361659
"X200550980025_R06C01","45.16","52.0704332305302",6.9104332305302
"X200550980025_R07C01","44.14","55.4497945428554",11.3097945428554
"X200550980025_R08C01","71.98","56.5593619935787",-15.4206380064213
"X200550980034_R01C01","55.28","52.1265935289345",-3.1534064710655
"X200550980034_R02C01","64.1","66.5638921371418",2.46389213714181
"X200550980034_R03C01","39.6","34.704887863757",-4.895112136243
"X200550980034_R04C01","48","40.8609688512664",-7.1390311487336
"X200550980034_R05C01","74.78","71.286756323183",-3.493243676817
"X200550980034_R06C01","58.46","49.7500228776168",-8.7099771223832
"X200550980034_R07C01","40.3","31.9473223709015",-8.3526776290985
"X200550980035_R01C01","47.48","72.8449234644166",25.3649234644166
"X200550980035_R02C01","62.4","34.6547020180942",-27.7452979819058
"X200550980035_R03C01","43.9","37.5089965103433",-6.3910034896567
"X200550980035_R04C01","50.12","44.1340002629886",-5.9859997370114
"X200550980035_R05C01","68.66","52.1932659498164",-16.4667340501836
"X200550980035_R06C01","49.62","39.9638503792299",-9.65614962077009
"X200550980035_R07C01","60.1","57.2037014255864",-2.8962985744136
"X200550980035_R08C01","51.6","42.7137143853478",-8.8862856146522
"X200590490002_R01C01","60.06","53.0749537288205",-6.9850462711795
"X200590490002_R02C01","69.74","74.2507592166073",4.51075921660731
"X200590490002_R05C01","59.16","51.5479658893646",-7.6120341106354
"X200590490002_R06C01","43.4","33.7185302170428",-9.6814697829572
"X200590490002_R07C01","72.12","74.4259548218806",2.30595482188059
"X200590490002_R08C01","53.32","49.6777289598532",-3.6422710401468
"X200590490017_R01C01","55.92","29.4744989744586",-26.4455010255414
"X200590490017_R02C01","73.76","73.5325592975732",-0.227440702426804
"X200590490017_R03C01","42.14","38.3864837687574",-3.7535162312426
