"id","Model","R2","MAE","RMSE","Dataset.seed","Training.seed","Threshold.scope","Imputation.scope"
1,"ppr",0.000550387027976189,19.3623846908063,22.7242749085725,1,1,"full_before_split","split_separate"
2,"ppr",0.000913228105687851,19.4416823181546,22.2769108615302,2,1,"full_before_split","split_separate"
3,"ppr",0.0158307287751641,18.9952815217074,22.9769714107061,3,1,"full_before_split","split_separate"
4,"ppr",0.00439657962040118,18.2772572867166,21.6718858804251,4,1,"full_before_split","split_separate"
5,"ppr",0.0174666583818149,17.7188720618602,20.8623855989853,5,1,"full_before_split","split_separate"
6,"ppr",0.0416810129920886,19.3906052398333,23.1488021114547,6,1,"full_before_split","split_separate"
7,"ppr",0.0168184065342523,17.6249206346451,20.4588527669552,7,1,"full_before_split","split_separate"
8,"ppr",0.0234018723623229,17.935195894099,21.02595404038,8,1,"full_before_split","split_separate"
9,"ppr",0.00520142991765783,18.8728783455567,22.466926559673,9,1,"full_before_split","split_separate"
10,"ppr",0.000357431078261967,18.5219982901008,21.6058881814424,10,1,"full_before_split","split_separate"
11,"ppr",5.38852846762962e-05,18.948310763062,22.0497555458506,11,1,"full_before_split","split_separate"
12,"ppr",0.000145285785068884,17.7009600555127,20.9498433196985,12,1,"full_before_split","split_separate"
13,"ppr",0.00480333899795054,17.9807242059922,21.1690816819298,13,1,"full_before_split","split_separate"
14,"ppr",2.95201561394216e-06,17.9398022284393,21.2949689391323,14,1,"full_before_split","split_separate"
15,"ppr",3.8691139808753e-06,19.0337957951013,22.01626822425,15,1,"full_before_split","split_separate"
16,"ppr",0.0126090322284879,18.5785686321791,22.1123684337401,16,1,"full_before_split","split_separate"
17,"ppr",0.00285505346718064,18.7428731132085,21.8767509418256,17,1,"full_before_split","split_separate"
18,"ppr",0.00114003686629697,19.2405204088791,22.627616902523,18,1,"full_before_split","split_separate"
19,"ppr",0.0193113933948854,17.5290035625289,20.6744778820364,19,1,"full_before_split","split_separate"
20,"ppr",0.00144561728826374,18.2297749132231,21.5836814192563,20,1,"full_before_split","split_separate"
21,"ppr",0.00315099526660333,18.4214918473123,21.9214525328312,21,1,"full_before_split","split_separate"
22,"ppr",0.00456176414769934,18.3978131823168,21.573765020589,22,1,"full_before_split","split_separate"
23,"ppr",0.00485033879423655,18.8280904292145,22.1953021720985,23,1,"full_before_split","split_separate"
24,"ppr",1.82929757421139e-06,18.712685539406,21.7902027487598,24,1,"full_before_split","split_separate"
25,"ppr",0.0129001902733391,18.4389745221782,21.8529419561694,25,1,"full_before_split","split_separate"
26,"ppr",0.00072183157872394,18.382872979985,21.4598750349782,26,1,"full_before_split","split_separate"
27,"ppr",8.34249125341253e-07,18.7930249109804,21.676740307384,27,1,"full_before_split","split_separate"
28,"ppr",0.000143547430771337,19.1746706147868,22.0014843126034,28,1,"full_before_split","split_separate"
29,"ppr",0.0233145979371366,18.7391319466633,21.7819121586712,29,1,"full_before_split","split_separate"
30,"ppr",0.0077104180183518,17.7768503156831,21.2875870268897,30,1,"full_before_split","split_separate"
31,"ppr",0.026408623861407,17.5329612286537,20.4769715065669,31,1,"full_before_split","split_separate"
32,"ppr",0.00261393540187021,18.7713434164893,21.8059297429682,32,1,"full_before_split","split_separate"
33,"ppr",5.92669950150398e-05,18.3853189479392,21.2709402384528,33,1,"full_before_split","split_separate"
34,"ppr",0.00145405920755587,18.5347344538553,21.5607622337145,34,1,"full_before_split","split_separate"
35,"ppr",0.0129216604545799,18.0733606807851,21.5452117088863,35,1,"full_before_split","split_separate"
36,"ppr",0.000530214123841692,17.5523814126206,21.0414313030674,36,1,"full_before_split","split_separate"
37,"ppr",0.00377554722283822,18.3903075811654,21.7612532667303,37,1,"full_before_split","split_separate"
38,"ppr",0.00742302409664876,17.8030551411312,20.8713426629925,38,1,"full_before_split","split_separate"
39,"ppr",0.00420025255632106,17.9066661434183,21.2198267095226,39,1,"full_before_split","split_separate"
40,"ppr",0.00932966031192772,17.6326633876692,20.7272634592536,40,1,"full_before_split","split_separate"
41,"ppr",0.0615700602120291,17.4520638404326,20.6960900644094,41,1,"full_before_split","split_separate"
42,"ppr",0.000540459099320119,17.7578471857155,20.8542399916444,42,1,"full_before_split","split_separate"
43,"ppr",0.000205807044707228,18.3684225580838,21.7840721699953,43,1,"full_before_split","split_separate"
44,"ppr",0.00651557058285165,18.6303016213721,21.912697677372,44,1,"full_before_split","split_separate"
45,"ppr",0.00252699673577689,18.7683902074046,21.98927745238,45,1,"full_before_split","split_separate"
46,"ppr",0.000317867171932196,18.0551040564664,20.9796810415504,46,1,"full_before_split","split_separate"
47,"ppr",0.000804955457725329,18.5581573268872,21.8679765910804,47,1,"full_before_split","split_separate"
48,"ppr",0.00558928961566206,18.7387104351799,21.5380028261159,48,1,"full_before_split","split_separate"
49,"ppr",0.00602861086414953,18.2867356253236,21.7820989210347,49,1,"full_before_split","split_separate"
50,"ppr",0.00451439181477101,18.4940323465265,21.7736319651939,50,1,"full_before_split","split_separate"
51,"ppr",0.00430875281402968,18.2523967134822,21.8462327881045,51,1,"full_before_split","split_separate"
52,"ppr",0.0100842830753549,17.9459307097867,20.9961882011423,52,1,"full_before_split","split_separate"
53,"ppr",6.74591956815981e-06,18.1970794038059,21.6794447251234,53,1,"full_before_split","split_separate"
54,"ppr",0.000600216356082283,18.7362451002858,21.7938897263841,54,1,"full_before_split","split_separate"
55,"ppr",0.00753957981329666,18.144980688788,20.9914148644079,55,1,"full_before_split","split_separate"
56,"ppr",0.00780827182871517,19.5114620388333,22.6855693856017,56,1,"full_before_split","split_separate"
57,"ppr",0.000235217553451958,18.3630499948572,21.4906449456437,57,1,"full_before_split","split_separate"
58,"ppr",0.00540088596677718,17.6565734634987,21.2019530264739,58,1,"full_before_split","split_separate"
59,"ppr",2.33060754990218e-05,18.2716587897568,21.4155607748043,59,1,"full_before_split","split_separate"
60,"ppr",3.59557008704535e-06,18.230635867421,21.4489476562336,60,1,"full_before_split","split_separate"
61,"ppr",0.00089975926241115,18.8189345530096,22.0816226045072,61,1,"full_before_split","split_separate"
