"id","Model","R2","MAE","RMSE","Dataset.seed","Training.seed","Threshold.scope","Imputation.scope"
1,"bagEarthGCV",0.00429077045102772,18.3031196691228,21.7662606442251,1,1,"full_before_split","split_separate"
2,"bagEarthGCV",0.0285607277849387,17.8259000013044,20.9972831154582,2,1,"full_before_split","split_separate"
3,"bagEarthGCV",0.00762992120599985,18.5700581021665,21.7557002866819,3,1,"full_before_split","split_separate"
4,"bagEarthGCV",0.00711655291949406,17.7715200378112,21.3354365847911,4,1,"full_before_split","split_separate"
5,"bagEarthGCV",0.000176322314770354,18.8384826132664,21.7673898984457,5,1,"full_before_split","split_separate"
6,"bagEarthGCV",0.00222457112857278,18.6252305762432,22.0714646023026,6,1,"full_before_split","split_separate"
7,"bagEarthGCV",0.000193681179694139,18.4927504839134,21.5608766774997,7,1,"full_before_split","split_separate"
8,"bagEarthGCV",0.00308909980553573,19.3226408829206,22.6592916448404,8,1,"full_before_split","split_separate"
9,"bagEarthGCV",0.00686524449688568,17.8972272437846,20.7923616258106,9,1,"full_before_split","split_separate"
10,"bagEarthGCV",0.00462185011749168,18.5709489321604,22.1191239760069,10,1,"full_before_split","split_separate"
11,"bagEarthGCV",0.0034120479672147,19.5384990489186,23.1054532623031,11,1,"full_before_split","split_separate"
12,"bagEarthGCV",0.00329527424604192,19.0093315437185,22.3014414910485,12,1,"full_before_split","split_separate"
13,"bagEarthGCV",0.000592938247252815,17.5917509958843,20.980683556112,13,1,"full_before_split","split_separate"
14,"bagEarthGCV",0.00547680090781163,18.7739756812242,22.3634505646142,14,1,"full_before_split","split_separate"
15,"bagEarthGCV",6.87952221941e-05,18.5792658611782,21.6266947888585,15,1,"full_before_split","split_separate"
16,"bagEarthGCV",0.00255267579921254,19.3465534059653,22.5502537655478,16,1,"full_before_split","split_separate"
17,"bagEarthGCV",0.00201818261942955,18.3375349438358,21.7750283472031,17,1,"full_before_split","split_separate"
18,"bagEarthGCV",0.0258598337495733,19.5039897699699,22.356354587469,18,1,"full_before_split","split_separate"
19,"bagEarthGCV",0.00408404417077579,19.2134065511899,22.3719070041586,19,1,"full_before_split","split_separate"
20,"bagEarthGCV",0.0216656608287219,19.0675196955674,22.4474975840466,20,1,"full_before_split","split_separate"
21,"bagEarthGCV",0.00284120605720438,19.1544122748513,22.512646244781,21,1,"full_before_split","split_separate"
22,"bagEarthGCV",0.0120381950378642,19.441260556522,22.6249550457082,22,1,"full_before_split","split_separate"
23,"bagEarthGCV",0.00110974570484162,19.3110776869665,22.7930362277193,23,1,"full_before_split","split_separate"
24,"bagEarthGCV",0.0105935977094144,19.6560526277241,23.025566498008,24,1,"full_before_split","split_separate"
25,"bagEarthGCV",0.000569643938902129,18.3747324076604,21.6751326176011,25,1,"full_before_split","split_separate"
26,"bagEarthGCV",0.011302228803374,18.5158364601411,22.0068314783489,26,1,"full_before_split","split_separate"
27,"bagEarthGCV",0.00478075602494811,18.6868647307991,22.1151270872455,27,1,"full_before_split","split_separate"
28,"bagEarthGCV",0.000599572287205403,18.1292951729674,21.3482540149641,28,1,"full_before_split","split_separate"
29,"bagEarthGCV",0.00975301182541563,18.6271509432452,22.0633506545654,29,1,"full_before_split","split_separate"
30,"bagEarthGCV",0.000117391296872385,18.2933825556962,22.0050459746203,30,1,"full_before_split","split_separate"
31,"bagEarthGCV",0.000459195002063628,19.068658510783,22.437233464999,31,1,"full_before_split","split_separate"
32,"bagEarthGCV",0.00657013752656503,19.6444255381097,22.7155891958396,32,1,"full_before_split","split_separate"
33,"bagEarthGCV",0.0041888027573157,18.8300136744803,22.0755149748896,33,1,"full_before_split","split_separate"
34,"bagEarthGCV",0.000535396590425117,18.284861360858,21.5852083595726,34,1,"full_before_split","split_separate"
35,"bagEarthGCV",0.00338128671507248,18.6962112997187,21.9230218217349,35,1,"full_before_split","split_separate"
36,"bagEarthGCV",0.002272022148649,18.4806989058215,21.6569223130638,36,1,"full_before_split","split_separate"
37,"bagEarthGCV",0.000349599569308252,18.9312717084766,21.8854677021549,37,1,"full_before_split","split_separate"
38,"bagEarthGCV",0.00618078456270911,18.2545904732463,21.9217310595767,38,1,"full_before_split","split_separate"
39,"bagEarthGCV",0.02554615363045,17.8644501840388,20.7072905322242,39,1,"full_before_split","split_separate"
40,"bagEarthGCV",0.000169686058107898,18.0878526033556,21.2107914617867,40,1,"full_before_split","split_separate"
41,"bagEarthGCV",0.0492327438398722,19.5377400990719,22.7738531192034,41,1,"full_before_split","split_separate"
42,"bagEarthGCV",2.5913734289046e-05,18.001887828057,21.0730394993991,42,1,"full_before_split","split_separate"
43,"bagEarthGCV",0.043049678654348,20.1903137893027,23.8245472522162,43,1,"full_before_split","split_separate"
44,"bagEarthGCV",0.00978556347601186,18.6535731384634,22.1238514273511,44,1,"full_before_split","split_separate"
45,"bagEarthGCV",0.0128246480761567,19.6148926126122,22.6568050068198,45,1,"full_before_split","split_separate"
46,"bagEarthGCV",0.00493767010062596,20.1519199330636,23.2668486737541,46,1,"full_before_split","split_separate"
