"id","Model","R2","MAE","RMSE","Dataset.seed","Training.seed","Threshold.scope","Imputation.scope"
1,"svmRadialSigma",0.00263953160152916,17.7638657679088,21.2065783998264,1,1,"full_before_split","split_separate"
2,"svmRadialSigma",0.000307532042269237,18.0695400485525,20.7369665991962,2,1,"full_before_split","split_separate"
3,"svmRadialSigma",0.000325667970459308,17.9425772944597,20.7559243653704,3,1,"full_before_split","split_separate"
4,"svmRadialSigma",0.0330671166769725,17.9321282205779,21.2799649319065,4,1,"full_before_split","split_separate"
5,"svmRadialSigma",0.00347557955268912,18.2074022279637,21.3216839728265,5,1,"full_before_split","split_separate"
6,"svmRadialSigma",0.00887336052973504,18.2674030974963,21.3144201441346,6,1,"full_before_split","split_separate"
7,"svmRadialSigma",0.00479549964638535,18.3804130662201,21.547401900483,7,1,"full_before_split","split_separate"
8,"svmRadialSigma",0.00126658310211205,17.8350892649035,21.4060323702074,8,1,"full_before_split","split_separate"
9,"svmRadialSigma",9.8102764504155e-05,17.8683699023141,20.9601182296551,9,1,"full_before_split","split_separate"
10,"svmRadialSigma",0.000955493188055971,18.2319566852467,21.3299764642058,10,1,"full_before_split","split_separate"
11,"svmRadialSigma",0.0307418498785891,18.4493446118549,21.5378265572327,11,1,"full_before_split","split_separate"
12,"svmRadialSigma",0.00244076241512683,18.3247852236276,21.7741653827868,12,1,"full_before_split","split_separate"
13,"svmRadialSigma",0.00353254928479609,17.442987497107,20.2521433762068,13,1,"full_before_split","split_separate"
14,"svmRadialSigma",0.00163006548130873,18.6945901412787,21.7338314990662,14,1,"full_before_split","split_separate"
15,"svmRadialSigma",0.0159522561105756,18.2584325189783,21.0980680921261,15,1,"full_before_split","split_separate"
16,"svmRadialSigma",0.00939826400843238,18.013281169701,21.2444035580852,16,1,"full_before_split","split_separate"
17,"svmRadialSigma",0.000149420260385215,17.2954354079979,20.6887523448747,17,1,"full_before_split","split_separate"
18,"svmRadialSigma",0.000662182041964065,18.2884947135508,21.4413642562054,18,1,"full_before_split","split_separate"
19,"svmRadialSigma",0.0159347313391222,19.1277623224835,22.2925411602503,19,1,"full_before_split","split_separate"
20,"svmRadialSigma",0.00184039487311783,18.0636780755301,21.2668852224837,20,1,"full_before_split","split_separate"
21,"svmRadialSigma",0.00970708541051647,17.8681230198541,21.2198038447863,21,1,"full_before_split","split_separate"
22,"svmRadialSigma",0.000170811006633154,17.8647610957845,21.4057950764378,22,1,"full_before_split","split_separate"
